	Mean	MCSE	StdDev	MAD	2.5%	50%	97.5%	ESS_bulk	ESS_tail	ESS_bulk/s	R_hat
lp__	-36810.0	0.4361	36.99	36.59	-36880.0	-36810.0	-36740.0	7199.0	13980.0	0.3772	1.0
theta_mu[1,1]	0.6131	0.0003404	0.02543	0.0255	0.5638	0.613	0.6632	5584.0	11920.0	0.2926	1.001
theta_mu[1,2]	0.6814	0.0003319	0.02553	0.02563	0.632	0.6813	0.7317	5942.0	12920.0	0.3113	1.001
theta_mu[2,1]	-0.5177	0.0004138	0.04644	0.04607	-0.6096	-0.5174	-0.4274	12610.0	21420.0	0.6607	1.0
theta_mu[2,2]	-0.3895	0.0003928	0.04529	0.04535	-0.4786	-0.3894	-0.3012	13310.0	22290.0	0.6975	1.0
theta_mu[3,1]	-1.464	0.0004835	0.04499	0.04473	-1.553	-1.464	-1.377	8659.0	16490.0	0.4537	1.001
theta_mu[3,2]	-1.341	0.00046	0.04223	0.04246	-1.425	-1.34	-1.26	8389.0	17440.0	0.4395	1.001
theta_mu[4,1]	0.1929	0.0005295	0.03788	0.03765	0.1207	0.1923	0.2691	5143.0	10420.0	0.2695	1.001
theta_mu[4,2]	0.1475	0.0005276	0.03752	0.03723	0.07498	0.1473	0.2218	5074.0	10790.0	0.2658	1.001
theta_c_pr[1,1]	0.7705	0.002268	0.3705	0.3559	0.1143	0.7455	1.572	27340.0	26690.0	1.433	1.0
theta_c_pr[1,2]	0.05808	0.001738	0.2696	0.265	-0.4395	0.04746	0.6181	24340.0	27360.0	1.275	1.0
theta_c_pr[1,3]	1.227	0.002567	0.4307	0.4229	0.4697	1.199	2.15	28830.0	27180.0	1.511	1.0
theta_c_pr[1,4]	-0.4584	0.002453	0.3464	0.3255	-1.039	-0.4947	0.3315	20560.0	21960.0	1.077	1.0
theta_c_pr[1,5]	0.4184	0.003808	0.5592	0.5426	-0.5161	0.3617	1.657	21380.0	26940.0	1.12	1.0
theta_c_pr[1,6]	0.74	0.002202	0.3658	0.3628	0.09711	0.7178	1.522	27920.0	29440.0	1.463	1.0
theta_c_pr[1,7]	-0.5893	0.001855	0.2227	0.2197	-1.006	-0.5972	-0.1293	14360.0	23460.0	0.7521	1.001
theta_c_pr[1,8]	0.6729	0.002051	0.3443	0.3423	0.04717	0.6549	1.4	28430.0	29190.0	1.49	1.0
theta_c_pr[1,9]	1.647	0.002932	0.5104	0.5029	0.734	1.619	2.739	30410.0	30130.0	1.593	1.0
theta_c_pr[1,10]	1.888	0.002893	0.5197	0.519	0.9471	1.862	2.979	32520.0	30390.0	1.704	1.0
theta_c_pr[1,11]	0.3771	0.002196	0.3487	0.3426	-0.2446	0.3574	1.124	25480.0	28720.0	1.335	1.0
theta_c_pr[1,12]	-0.04391	0.002376	0.3481	0.3368	-0.6386	-0.07338	0.7231	21910.0	24350.0	1.148	1.0
theta_c_pr[1,13]	0.6232	0.002288	0.3649	0.3597	-0.02434	0.5993	1.398	25650.0	28010.0	1.344	1.0
theta_c_pr[1,14]	-0.4609	0.00264	0.3648	0.3425	-1.08	-0.4956	0.3593	19490.0	24800.0	1.021	1.0
theta_c_pr[1,15]	-0.2026	0.002057	0.3014	0.2903	-0.7363	-0.2224	0.444	21390.0	28000.0	1.121	1.0
theta_c_pr[1,16]	0.235	0.001872	0.271	0.2646	-0.2492	0.2174	0.8145	21250.0	26080.0	1.114	1.0
theta_c_pr[1,17]	0.6961	0.002085	0.3479	0.3413	0.07251	0.6757	1.438	27940.0	28640.0	1.464	1.0
theta_c_pr[1,18]	-0.125	0.001844	0.2871	0.2829	-0.6455	-0.1418	0.4815	24230.0	29030.0	1.27	1.0
theta_c_pr[1,19]	-0.2288	0.002436	0.3475	0.3316	-0.821	-0.261	0.5428	20800.0	24500.0	1.09	1.0
theta_c_pr[1,20]	-0.1337	0.001819	0.2707	0.2637	-0.6263	-0.1482	0.4389	22080.0	25670.0	1.157	1.0
theta_c_pr[1,21]	-0.2254	0.002044	0.3003	0.2894	-0.7565	-0.2471	0.4218	21770.0	25930.0	1.141	1.0
theta_c_pr[1,22]	0.4204	0.002551	0.4003	0.3893	-0.2712	0.3908	1.29	24900.0	27990.0	1.305	1.0
theta_c_pr[1,23]	-1.635	0.002256	0.2278	0.2153	-2.059	-1.642	-1.168	10260.0	19840.0	0.5376	1.0
theta_c_pr[1,24]	0.3501	0.001897	0.3144	0.311	-0.2124	0.3322	1.019	27900.0	28200.0	1.462	1.0
theta_c_pr[1,25]	0.5286	0.00264	0.4053	0.4001	-0.1772	0.4988	1.401	23940.0	27220.0	1.254	1.0
theta_c_pr[1,26]	0.7089	0.002265	0.3668	0.3628	0.05559	0.6859	1.483	26370.0	26460.0	1.382	1.0
theta_c_pr[1,27]	1.806	0.002652	0.4865	0.4858	0.9362	1.779	2.831	34200.0	27340.0	1.792	1.0
theta_c_pr[1,28]	0.7457	0.002019	0.3073	0.3028	0.1894	0.7282	1.392	23310.0	27600.0	1.221	1.0
theta_c_pr[1,29]	0.6385	0.002444	0.3885	0.3777	-0.03596	0.6101	1.481	25770.0	26820.0	1.35	1.0
theta_c_pr[1,30]	0.6409	0.002175	0.3539	0.3495	-0.01005	0.6254	1.382	26640.0	27580.0	1.396	1.0
theta_c_pr[1,31]	-0.6276	0.002996	0.4096	0.3745	-1.274	-0.681	0.325	19600.0	21440.0	1.027	1.0
theta_c_pr[1,32]	-0.5723	0.002101	0.2851	0.2713	-1.069	-0.5942	0.04644	18560.0	23510.0	0.9725	1.0
theta_c_pr[1,33]	2.012	0.002911	0.527	0.5274	1.063	1.981	3.115	33270.0	31560.0	1.743	1.0
theta_c_pr[1,34]	-0.7584	0.003358	0.3706	0.3157	-1.331	-0.8084	0.1331	13980.0	14370.0	0.7323	1.0
theta_c_pr[1,35]	-0.1451	0.002187	0.3204	0.3072	-0.7152	-0.166	0.5402	21920.0	24560.0	1.149	1.0
theta_c_pr[1,36]	-0.2559	0.001846	0.2711	0.2623	-0.7447	-0.2719	0.3248	21640.0	26560.0	1.134	1.0
theta_c_pr[1,37]	1.66	0.002886	0.5022	0.4939	0.7624	1.632	2.721	30390.0	29860.0	1.592	1.0
theta_c_pr[1,38]	0.4348	0.002054	0.3421	0.3403	-0.1802	0.4172	1.154	27740.0	29240.0	1.453	1.0
theta_c_pr[1,39]	0.9579	0.002976	0.4982	0.4873	0.09975	0.9196	2.042	28670.0	27990.0	1.502	1.0
theta_c_pr[1,40]	1.541	0.002378	0.4377	0.4325	0.7538	1.516	2.469	34260.0	30730.0	1.795	1.0
theta_c_pr[1,41]	-1.195	0.002759	0.3423	0.3039	-1.749	-1.236	-0.4015	15540.0	19950.0	0.8142	1.0
theta_c_pr[1,42]	1.72	0.002651	0.4777	0.4746	0.8652	1.693	2.723	32790.0	30610.0	1.718	1.0
theta_c_pr[1,43]	0.03428	0.002092	0.3335	0.3222	-0.5597	0.01294	0.7485	25600.0	27210.0	1.341	1.0
theta_c_pr[1,44]	-1.542	0.002147	0.1857	0.182	-1.899	-1.545	-1.168	7489.0	15620.0	0.3924	1.001
theta_c_pr[1,45]	-0.2383	0.002235	0.3243	0.3124	-0.8111	-0.26	0.4639	21170.0	26090.0	1.109	1.0
theta_c_pr[1,46]	0.5492	0.00258	0.4124	0.3956	-0.1638	0.5169	1.455	26030.0	26710.0	1.364	1.0
theta_c_pr[1,47]	1.331	0.002596	0.4466	0.4459	0.5277	1.303	2.276	30250.0	29580.0	1.585	1.0
theta_c_pr[1,48]	-1.61	0.002128	0.213	0.2107	-2.02	-1.612	-1.188	9996.0	20630.0	0.5237	1.0
theta_c_pr[1,49]	-0.725	0.003176	0.4045	0.3626	-1.348	-0.7864	0.2406	16620.0	20780.0	0.8708	1.0
theta_c_pr[1,50]	-1.286	0.00254	0.299	0.276	-1.807	-1.311	-0.6283	14090.0	19520.0	0.7384	1.0
theta_c_pr[1,51]	-1.882	0.002317	0.2223	0.213	-2.305	-1.885	-1.44	9169.0	18620.0	0.4804	1.0
theta_c_pr[1,52]	0.8251	0.001988	0.308	0.3055	0.2629	0.8127	1.468	24320.0	28640.0	1.274	1.0
theta_c_pr[1,53]	0.7359	0.002297	0.3833	0.3752	0.05744	0.71	1.565	28380.0	27860.0	1.487	1.0
theta_c_pr[1,54]	-1.168	0.002284	0.2676	0.2473	-1.631	-1.19	-0.5728	13730.0	20970.0	0.7191	1.0
theta_c_pr[1,55]	-1.067	0.001947	0.2232	0.2127	-1.473	-1.079	-0.5919	13040.0	20580.0	0.6833	1.0
theta_c_pr[1,56]	1.321	0.003145	0.5111	0.5018	0.4401	1.276	2.447	27270.0	27350.0	1.429	1.0
theta_c_pr[1,57]	-0.9908	0.001803	0.1913	0.1906	-1.362	-0.9927	-0.6102	11280.0	20880.0	0.5909	1.0
theta_c_pr[1,58]	0.1271	0.001833	0.2808	0.275	-0.3842	0.1136	0.7254	23460.0	28380.0	1.229	1.0
theta_c_pr[1,59]	-0.7102	0.002202	0.2808	0.267	-1.197	-0.7321	-0.09025	16170.0	22930.0	0.8472	1.0
theta_c_pr[1,60]	0.1943	0.002568	0.3833	0.3672	-0.4558	0.1593	1.044	23220.0	23750.0	1.217	1.0
theta_c_pr[1,61]	0.823	0.002666	0.4415	0.4351	0.04931	0.7902	1.776	27630.0	26960.0	1.447	1.0
theta_c_pr[1,62]	0.6615	0.002435	0.3948	0.3832	-0.0361	0.6328	1.51	26970.0	26450.0	1.413	1.0
theta_c_pr[1,63]	-0.05692	0.002094	0.3241	0.3126	-0.6295	-0.0789	0.6457	24210.0	27270.0	1.269	1.0
theta_c_pr[1,64]	-0.7444	0.001976	0.2495	0.2427	-1.195	-0.7586	-0.2178	15980.0	23710.0	0.8372	1.0
theta_c_pr[1,65]	-1.725	0.00281	0.3324	0.2974	-2.29	-1.755	-0.9666	13910.0	19850.0	0.7287	1.0
theta_c_pr[1,66]	-0.1024	0.002327	0.3318	0.3157	-0.6845	-0.1271	0.6228	21190.0	21030.0	1.11	1.0
theta_c_pr[1,67]	-0.982	0.001888	0.2087	0.2051	-1.375	-0.9881	-0.5524	12200.0	22210.0	0.639	1.0
theta_c_pr[1,68]	0.3806	0.002383	0.3738	0.3625	-0.282	0.3564	1.18	24750.0	27750.0	1.297	1.0
theta_c_pr[1,69]	0.0607	0.002195	0.3284	0.3176	-0.5186	0.03691	0.7716	22710.0	24980.0	1.19	1.0
theta_c_pr[1,70]	1.014	0.002216	0.3943	0.3871	0.302	0.9891	1.843	32220.0	29110.0	1.688	1.0
theta_c_pr[1,71]	0.3463	0.001982	0.3086	0.3048	-0.2144	0.329	0.9948	24220.0	27780.0	1.269	1.0
theta_c_pr[1,72]	0.03112	0.002202	0.3378	0.3286	-0.5639	0.007506	0.7683	23650.0	26570.0	1.239	1.0
theta_c_pr[1,73]	0.08665	0.002253	0.2968	0.2682	-0.3957	0.05484	0.7695	18660.0	20020.0	0.9777	1.0
theta_c_pr[1,74]	-0.9853	0.002628	0.3372	0.302	-1.532	-1.027	-0.1885	17080.0	19890.0	0.8949	1.0
theta_c_pr[1,75]	-1.335	0.002311	0.2644	0.2467	-1.799	-1.353	-0.7588	13080.0	22340.0	0.6852	1.0
theta_c_pr[1,76]	-1.147	0.002202	0.2674	0.2491	-1.619	-1.167	-0.5573	14670.0	21660.0	0.7686	1.0
theta_c_pr[1,77]	-0.3179	0.002539	0.3593	0.3407	-0.9247	-0.3513	0.482	20480.0	23190.0	1.073	1.0
theta_c_pr[1,78]	-1.026	0.003162	0.3955	0.3469	-1.633	-1.085	-0.07698	16360.0	18370.0	0.8574	1.0
theta_c_pr[1,79]	-0.4789	0.00231	0.3129	0.2952	-1.016	-0.5055	0.2238	18530.0	24080.0	0.9708	1.0
theta_c_pr[1,80]	0.7028	0.002836	0.4416	0.4355	-0.07325	0.6751	1.647	24610.0	26690.0	1.29	1.0
theta_c_pr[1,81]	-0.1209	0.00192	0.2976	0.2932	-0.6573	-0.1369	0.5074	24010.0	27590.0	1.258	1.0
theta_c_pr[1,82]	-0.1397	0.002127	0.3192	0.305	-0.6918	-0.1647	0.5585	22870.0	26030.0	1.198	1.0
theta_c_pr[1,83]	0.4393	0.002023	0.3279	0.3217	-0.1454	0.42	1.138	26980.0	27750.0	1.413	1.0
theta_c_pr[1,84]	0.04299	0.001719	0.2683	0.2639	-0.4483	0.03045	0.6054	24470.0	28320.0	1.282	1.0
theta_c_pr[1,85]	2.046	0.003122	0.556	0.5505	1.044	2.016	3.22	32130.0	30260.0	1.683	1.0
theta_c_pr[1,86]	-0.121	0.00238	0.3513	0.3371	-0.7377	-0.1464	0.6494	22030.0	25920.0	1.154	1.0
theta_c_pr[1,87]	1.356	0.002673	0.4767	0.4738	0.5047	1.327	2.363	32180.0	29080.0	1.686	1.0
theta_c_pr[1,88]	0.3764	0.002268	0.352	0.3412	-0.237	0.3522	1.146	24530.0	26890.0	1.285	1.0
theta_c_pr[1,89]	0.4864	0.002641	0.43	0.4122	-0.2459	0.4491	1.441	27100.0	27070.0	1.42	1.0
theta_c_pr[1,90]	-0.3744	0.002028	0.2636	0.2547	-0.8458	-0.3904	0.1883	16990.0	24050.0	0.8903	1.0
theta_c_pr[1,91]	-1.264	0.002247	0.2696	0.254	-1.747	-1.28	-0.6827	14280.0	23430.0	0.7481	1.0
theta_c_pr[1,92]	-0.5236	0.001936	0.2566	0.2464	-0.9764	-0.5409	0.03009	17580.0	23940.0	0.9211	1.0
theta_c_pr[1,93]	-0.6115	0.002194	0.2883	0.2708	-1.114	-0.6333	0.0229	17690.0	23210.0	0.927	1.0
theta_c_pr[1,94]	0.8623	0.002449	0.418	0.4114	0.1224	0.8323	1.763	30040.0	27690.0	1.574	1.0
theta_c_pr[1,95]	0.9253	0.002517	0.4134	0.409	0.1861	0.8995	1.804	27390.0	28900.0	1.435	1.0
theta_c_pr[1,96]	-1.5	0.002193	0.2311	0.2188	-1.924	-1.51	-1.016	10950.0	19920.0	0.5737	1.0
theta_c_pr[1,97]	0.02088	0.001933	0.3019	0.2943	-0.5205	0.0007735	0.6685	24680.0	27180.0	1.293	1.0
theta_c_pr[1,98]	-0.8537	0.00184	0.2048	0.2029	-1.243	-0.8574	-0.4396	12380.0	22700.0	0.6486	1.0
theta_c_pr[1,99]	-0.8971	0.003122	0.358	0.3178	-1.463	-0.9444	-0.04773	13640.0	17980.0	0.7147	1.0
theta_c_pr[1,100]	-0.1498	0.002635	0.3858	0.3681	-0.8056	-0.1845	0.7049	21490.0	26430.0	1.126	1.0
theta_c_pr[1,101]	-0.4499	0.002324	0.3273	0.3136	-1.015	-0.4764	0.2715	20370.0	22380.0	1.067	1.0
theta_c_pr[1,102]	0.9101	0.002492	0.4083	0.4033	0.189	0.8845	1.785	27520.0	25130.0	1.442	1.0
theta_c_pr[1,103]	-0.2015	0.002734	0.3961	0.3659	-0.8558	-0.2452	0.6997	21620.0	23260.0	1.132	1.0
theta_c_pr[1,104]	0.1637	0.002392	0.3742	0.3648	-0.5001	0.1379	0.9687	25210.0	24810.0	1.321	1.0
theta_c_pr[1,105]	-0.7743	0.001806	0.208	0.2049	-1.164	-0.7815	-0.3462	13200.0	22380.0	0.6916	1.0
theta_c_pr[1,106]	-2.216	0.002787	0.2803	0.2522	-2.711	-2.233	-1.614	9952.0	17550.0	0.5214	1.001
theta_c_pr[1,107]	-1.064	0.001987	0.2009	0.195	-1.44	-1.07	-0.6498	10170.0	19300.0	0.5329	1.0
theta_c_pr[1,108]	-0.4581	0.002055	0.2794	0.2683	-0.9461	-0.4788	0.1578	18580.0	24160.0	0.9733	1.0
theta_c_pr[1,109]	-0.03598	0.002214	0.3444	0.3329	-0.6398	-0.0606	0.7064	24790.0	27290.0	1.299	1.0
theta_c_pr[1,110]	1.206	0.002714	0.4612	0.4519	0.3893	1.178	2.198	29460.0	28410.0	1.543	1.0
theta_c_pr[1,111]	0.03796	0.001776	0.2715	0.2679	-0.4623	0.02611	0.6107	23420.0	26990.0	1.227	1.0
theta_c_pr[1,112]	1.031	0.002801	0.4701	0.4626	0.2102	0.9965	2.048	28740.0	28660.0	1.506	1.0
theta_c_pr[1,113]	0.4403	0.002215	0.3589	0.3516	-0.1987	0.4193	1.202	26580.0	28280.0	1.393	1.0
theta_c_pr[1,114]	1.083	0.002426	0.4051	0.393	0.3632	1.054	1.953	27930.0	28470.0	1.463	1.0
theta_c_pr[1,115]	-0.3584	0.001922	0.2829	0.2742	-0.8597	-0.3757	0.2521	22090.0	23480.0	1.157	1.0
theta_c_pr[1,116]	0.7589	0.002495	0.4233	0.4152	0.01606	0.7264	1.672	29350.0	28330.0	1.538	1.0
theta_c_pr[1,117]	-0.3312	0.002033	0.2717	0.2641	-0.8151	-0.3482	0.25	17720.0	25550.0	0.9285	1.0
theta_c_pr[1,118]	-0.5696	0.001983	0.2652	0.2555	-1.048	-0.5846	-0.006178	17830.0	25590.0	0.9341	1.0
theta_c_pr[1,119]	-0.9689	0.002156	0.271	0.2581	-1.449	-0.986	-0.3875	15670.0	23820.0	0.8209	1.0
theta_c_pr[1,120]	0.7924	0.00242	0.3894	0.3818	0.1111	0.7631	1.638	26310.0	25630.0	1.378	1.0
theta_c_pr[1,121]	-0.8774	0.002024	0.2319	0.2207	-1.287	-0.893	-0.3768	13010.0	22380.0	0.6816	1.0
theta_c_pr[1,122]	-0.3235	0.002722	0.3661	0.3471	-0.9372	-0.3592	0.4986	18520.0	21050.0	0.9705	1.0
theta_c_pr[1,123]	-1.282	0.002904	0.332	0.2956	-1.825	-1.32	-0.5129	13130.0	19440.0	0.6881	1.0
theta_c_pr[1,124]	0.4342	0.002626	0.4049	0.3917	-0.2601	0.3998	1.327	24340.0	25940.0	1.275	1.0
theta_c_pr[1,125]	1.12	0.002764	0.4636	0.4525	0.3023	1.086	2.115	29070.0	27810.0	1.523	1.0
theta_c_pr[1,126]	0.5613	0.002255	0.3674	0.3592	-0.09908	0.5402	1.337	26900.0	27560.0	1.409	1.0
theta_c_pr[1,127]	-1.496	0.002232	0.2443	0.236	-1.96	-1.503	-0.9914	11900.0	19930.0	0.6234	1.0
theta_c_pr[1,128]	1.107	0.002494	0.4253	0.4209	0.3459	1.083	2.012	29340.0	28120.0	1.537	1.0
theta_c_pr[1,129]	0.3599	0.002195	0.3554	0.3435	-0.2665	0.3344	1.135	26420.0	27780.0	1.384	1.0
theta_c_pr[1,130]	1.479	0.003089	0.5325	0.5323	0.5476	1.444	2.624	29880.0	28900.0	1.566	1.0
theta_c_pr[1,131]	0.04182	0.002644	0.3675	0.3431	-0.5643	0.00288	0.8812	20590.0	20560.0	1.079	1.0
theta_c_pr[1,132]	-1.98	0.002421	0.2345	0.2241	-2.422	-1.986	-1.502	9319.0	19950.0	0.4882	1.0
theta_c_pr[1,133]	-1.279	0.002446	0.2705	0.2453	-1.741	-1.301	-0.681	12110.0	18870.0	0.6347	1.0
theta_c_pr[1,134]	0.4172	0.002064	0.3011	0.296	-0.1188	0.3993	1.06	21370.0	26270.0	1.12	1.0
theta_c_pr[1,135]	-1.06	0.00211	0.2379	0.227	-1.492	-1.074	-0.5542	12660.0	22830.0	0.6633	1.0
theta_c_pr[1,136]	0.3332	0.00226	0.3662	0.3574	-0.307	0.3052	1.123	26150.0	26390.0	1.37	1.0
theta_c_pr[1,137]	-0.8934	0.003156	0.3992	0.3596	-1.538	-0.9413	0.04002	16560.0	19700.0	0.8677	1.0
theta_c_pr[1,138]	1.575	0.002892	0.5156	0.5129	0.6519	1.546	2.664	32100.0	29960.0	1.682	1.0
theta_c_pr[1,139]	1.088	0.002895	0.4821	0.476	0.2421	1.053	2.124	28190.0	28080.0	1.477	1.0
theta_c_pr[1,140]	1.99	0.003035	0.5473	0.542	1.009	1.959	3.146	32970.0	29890.0	1.727	1.0
theta_c_pr[1,141]	-1.174	0.001922	0.1886	0.1856	-1.532	-1.178	-0.7935	9556.0	17760.0	0.5007	1.0
theta_c_pr[1,142]	1.045	0.002822	0.4692	0.4665	0.2191	1.015	2.045	27960.0	28390.0	1.465	1.0
theta_c_pr[1,143]	-0.1906	0.002718	0.3865	0.3635	-0.8389	-0.23	0.6781	20770.0	23140.0	1.088	1.0
theta_c_pr[1,144]	-0.2108	0.001969	0.2843	0.2785	-0.724	-0.2255	0.3923	20990.0	27530.0	1.1	1.0
theta_c_pr[1,145]	0.3514	0.002711	0.4128	0.3905	-0.3265	0.3049	1.289	24250.0	24290.0	1.271	1.0
theta_c_pr[1,146]	0.1303	0.001933	0.3058	0.301	-0.4251	0.1143	0.7703	24980.0	28020.0	1.309	1.0
theta_c_pr[1,147]	-0.8876	0.001969	0.229	0.2245	-1.314	-0.8968	-0.4119	13500.0	22570.0	0.7073	1.0
theta_c_pr[1,148]	-0.2192	0.00244	0.3473	0.331	-0.8159	-0.2471	0.5489	20720.0	23390.0	1.085	1.0
theta_c_pr[1,149]	-0.6364	0.001854	0.2168	0.2129	-1.043	-0.6438	-0.19	13690.0	23640.0	0.7173	1.0
theta_c_pr[1,150]	-1.626	0.002348	0.2541	0.2404	-2.093	-1.638	-1.088	11640.0	20150.0	0.61	1.0
theta_c_pr[1,151]	0.8298	0.002315	0.3988	0.3868	0.126	0.802	1.691	30150.0	28550.0	1.58	1.0
theta_c_pr[1,152]	-0.6924	0.001843	0.2201	0.2159	-1.103	-0.7013	-0.2366	14190.0	22980.0	0.7436	1.0
theta_c_pr[1,153]	0.4494	0.003161	0.5006	0.4864	-0.3931	0.4039	1.551	25550.0	26900.0	1.339	1.0
theta_c_pr[1,154]	1.013	0.002172	0.3728	0.3677	0.3385	0.9918	1.801	30240.0	27230.0	1.584	1.0
theta_c_pr[1,155]	0.7078	0.00292	0.4783	0.4626	-0.1113	0.6655	1.756	27290.0	27850.0	1.43	1.0
theta_c_pr[1,156]	-1.018	0.002047	0.2533	0.2436	-1.487	-1.028	-0.4848	15400.0	24580.0	0.8069	1.0
theta_c_pr[1,157]	-0.4981	0.002379	0.3247	0.3028	-1.043	-0.5284	0.2341	19240.0	21130.0	1.008	1.0
theta_c_pr[1,158]	-0.8749	0.002494	0.2953	0.2692	-1.371	-0.903	-0.2157	14660.0	19530.0	0.7679	1.0
theta_c_pr[1,159]	-1.77	0.00226	0.22	0.2157	-2.194	-1.772	-1.329	9445.0	16900.0	0.4949	1.001
theta_c_pr[2,1]	0.7303	0.002493	0.4833	0.4746	-0.2016	0.724	1.713	37520.0	29500.0	1.966	1.0
theta_c_pr[2,2]	1.251	0.002634	0.4786	0.4708	0.3476	1.239	2.224	33010.0	30140.0	1.73	1.0
theta_c_pr[2,3]	0.6464	0.003079	0.5484	0.5386	-0.3752	0.6256	1.779	31750.0	29450.0	1.663	1.0
theta_c_pr[2,4]	-0.7773	0.003411	0.5605	0.5564	-1.869	-0.7781	0.3323	26990.0	25030.0	1.414	1.0
theta_c_pr[2,5]	-1.95	0.003168	0.4457	0.4402	-2.818	-1.952	-1.061	19800.0	27100.0	1.038	1.0
theta_c_pr[2,6]	0.5969	0.00244	0.4309	0.4233	-0.227	0.5893	1.465	31160.0	29440.0	1.633	1.0
theta_c_pr[2,7]	0.05052	0.002419	0.4428	0.4364	-0.8153	0.04608	0.933	33540.0	29150.0	1.757	1.0
theta_c_pr[2,8]	1.048	0.002629	0.466	0.4582	0.1899	1.03	2.016	31630.0	29680.0	1.657	1.0
theta_c_pr[2,9]	0.0971	0.002509	0.418	0.417	-0.6916	0.0889	0.9388	27780.0	28110.0	1.456	1.0
theta_c_pr[2,10]	0.1434	0.002663	0.4433	0.4393	-0.696	0.1304	1.048	27750.0	29530.0	1.454	1.0
theta_c_pr[2,11]	-0.008344	0.002701	0.4565	0.4461	-0.9022	-0.01402	0.8982	28550.0	28560.0	1.496	1.0
theta_c_pr[2,12]	0.07207	0.003236	0.5363	0.5298	-0.9544	0.06146	1.146	27360.0	27030.0	1.434	1.0
theta_c_pr[2,13]	0.9323	0.002589	0.482	0.4744	0.03155	0.9176	1.92	34640.0	29500.0	1.815	1.0
theta_c_pr[2,14]	-0.3877	0.003772	0.593	0.5835	-1.512	-0.3995	0.8086	24610.0	26150.0	1.29	1.0
theta_c_pr[2,15]	-0.1018	0.002826	0.472	0.4664	-1.014	-0.108	0.8412	27800.0	27860.0	1.457	1.0
theta_c_pr[2,16]	0.1319	0.002453	0.4506	0.4425	-0.7481	0.1282	1.036	33800.0	28600.0	1.771	1.0
theta_c_pr[2,17]	1.39	0.002753	0.5288	0.5204	0.4241	1.364	2.503	37270.0	30700.0	1.953	1.0
theta_c_pr[2,18]	0.4347	0.002456	0.4377	0.4277	-0.3994	0.428	1.321	31950.0	28920.0	1.674	1.0
theta_c_pr[2,19]	-0.6649	0.003167	0.5189	0.5177	-1.658	-0.6718	0.3695	26710.0	26480.0	1.399	1.0
theta_c_pr[2,20]	0.9934	0.002946	0.5307	0.5218	-0.005278	0.9767	2.081	32740.0	31280.0	1.715	1.0
theta_c_pr[2,21]	0.4007	0.002937	0.5247	0.5166	-0.6	0.3917	1.471	31790.0	29390.0	1.666	1.0
theta_c_pr[2,22]	-0.3977	0.003038	0.4793	0.4769	-1.303	-0.409	0.5722	24820.0	26710.0	1.301	1.0
theta_c_pr[2,23]	0.2752	0.005179	0.8339	0.8172	-1.45	0.3025	1.841	26890.0	21340.0	1.409	1.0
theta_c_pr[2,24]	0.6429	0.002615	0.4688	0.4603	-0.2338	0.6296	1.607	32410.0	30340.0	1.698	1.0
theta_c_pr[2,25]	0.3092	0.003297	0.5324	0.5247	-0.6962	0.2942	1.398	25960.0	27020.0	1.36	1.0
theta_c_pr[2,26]	0.591	0.002675	0.4579	0.4519	-0.269	0.5788	1.53	29470.0	29270.0	1.544	1.0
theta_c_pr[2,27]	1.505	0.003188	0.5905	0.5736	0.4209	1.474	2.748	34610.0	29990.0	1.813	1.0
theta_c_pr[2,28]	1.277	0.002601	0.5164	0.5041	0.3443	1.25	2.37	40070.0	31150.0	2.099	1.0
theta_c_pr[2,29]	0.09593	0.00272	0.4542	0.4476	-0.7822	0.09046	0.9991	27850.0	28550.0	1.459	1.0
theta_c_pr[2,30]	0.666	0.002576	0.4515	0.4498	-0.1788	0.6522	1.591	30850.0	29570.0	1.616	1.0
theta_c_pr[2,31]	-2.311	0.003234	0.5626	0.5578	-3.427	-2.307	-1.225	30380.0	29760.0	1.592	1.0
theta_c_pr[2,32]	-0.4145	0.003164	0.5168	0.5092	-1.42	-0.4187	0.6083	26720.0	26410.0	1.4	1.0
theta_c_pr[2,33]	0.4298	0.002502	0.4405	0.4333	-0.3896	0.4113	1.347	30970.0	30050.0	1.623	1.0
theta_c_pr[2,34]	-0.6674	0.005445	0.7249	0.7126	-2.112	-0.6627	0.7611	17780.0	17060.0	0.9318	1.0
theta_c_pr[2,35]	0.08091	0.003526	0.5626	0.5533	-0.9926	0.0699	1.223	25330.0	24580.0	1.327	1.0
theta_c_pr[2,36]	1.077	0.003276	0.559	0.5553	0.02753	1.066	2.211	29030.0	28870.0	1.521	1.0
theta_c_pr[2,37]	0.113	0.002618	0.4396	0.4381	-0.7147	0.103	0.9997	28160.0	29690.0	1.475	1.0
theta_c_pr[2,38]	0.4791	0.002342	0.4358	0.4308	-0.3438	0.4652	1.369	34720.0	31120.0	1.819	1.0
theta_c_pr[2,39]	-0.6857	0.002499	0.4114	0.4088	-1.487	-0.6904	0.137	27000.0	27470.0	1.415	1.0
theta_c_pr[2,40]	1.559	0.002755	0.5185	0.5126	0.6086	1.536	2.634	35590.0	29950.0	1.865	1.0
theta_c_pr[2,41]	-1.736	0.003841	0.6648	0.6523	-3.019	-1.743	-0.3953	29970.0	28400.0	1.57	1.0
theta_c_pr[2,42]	1.219	0.002888	0.5149	0.5115	0.2733	1.197	2.295	32070.0	31080.0	1.68	1.0
