ID,num_trials,num_stage1_RT_lt150ms,per_stage1_RT_lt150ms,num_stage1_RT_gt2000ms,per_stage1_RT_gt2000ms,num_stage2_RT_lt150ms,per_stage2_RT_lt150ms,num_stage2_RT_gt2000ms,per_stage2_RT_gt2000ms,num_stage1_RT_sloworfast,per_stage1_RT_sloworfast,num_stage2_RT_sloworfast,per_stage2_RT_sloworfast,num_stay_rew_comm,per_stay_rew_common,num_stay_rew_rare,per_stay_rew_rare,num_stay_unrew_comm,per_stay_unrew_common,num_stay_unrew_rare,per_stay_unrew_rare,prob_worse_random_corr,num_trials_common_rew_V1,num_trials_rare_rew_V1,num_trials_common_unrew_V1,num_trials_rare_unrew_V1,exclude_crit1,exclude_crit2,exclude_crit3,exclude_crit4
6696,190,21,0.110526315789474,0,0,0,0,0,0,21,0.110526315789474,0,0,76,0.987012987012987,36,0.9,50,0.961538461538462,19,0.904761904761905,1,77,40,52,21,0,0,0,0
304,189,4,0.0211640211640212,2,0.0105820105820106,0,0,5,0.0264550264550265,6,0.0317460317460317,5,0.0264550264550265,66,1,25,1,75,1,23,1,1,66,25,75,23,0,0,0,0
4868,184,12,0.0652173913043478,11,0.0597826086956522,13,0.0706521739130435,12,0.0652173913043478,23,0.125,25,0.135869565217391,65,1,30,1,57,1,32,1,1,65,30,57,32,0,0,0,0
595,190,19,0.1,0,0,12,0.0631578947368421,1,0.00526315789473684,19,0.1,13,0.068421052631579,58,0.950819672131147,35,0.897435897435897,42,0.7,29,0.966666666666667,0.999999999999999,61,39,60,30,0,0,0,0
2430,190,37,0.194736842105263,0,0,4,0.0210526315789474,0,0,37,0.194736842105263,4,0.0210526315789474,65,0.855263157894737,22,0.916666666666667,42,0.65625,22,0.846153846153846,0.9999999999852,76,24,64,26,0,0,0,0
389,187,12,0.0641711229946524,6,0.0320855614973262,3,0.0160427807486631,5,0.0267379679144385,18,0.0962566844919786,8,0.0427807486631016,82,1,20,1,58,1,27,1,1,82,20,58,27,0,0,0,0
4771,181,17,0.0939226519337017,7,0.0386740331491713,0,0,4,0.0220994475138122,24,0.132596685082873,4,0.0220994475138122,66,1,27,1,60,1,28,1,1,66,27,60,28,0,0,0,0
4673,189,28,0.148148148148148,1,0.00529100529100529,1,0.00529100529100529,0,0,29,0.153439153439153,1,0.00529100529100529,75,1,28,1,59,1,27,1,1,75,28,59,27,0,0,0,0
218,184,8,0.0434782608695652,4,0.0217391304347826,8,0.0434782608695652,3,0.016304347826087,12,0.0652173913043478,11,0.0597826086956522,80,1,19,1,57,1,28,1,1,80,19,57,28,0,0,0,0
174,190,6,0.0315789473684211,1,0.00526315789473684,0,0,1,0.00526315789473684,7,0.0368421052631579,1,0.00526315789473684,66,1,32,0.96969696969697,57,0.890625,25,0.925925925925926,1,66,33,64,27,0,0,0,0
200,189,18,0.0952380952380952,3,0.0158730158730159,1,0.00529100529100529,10,0.0529100529100529,21,0.111111111111111,11,0.0582010582010582,81,0.975903614457831,23,0.884615384615385,42,0.84,29,0.966666666666667,1,83,26,50,30,0,0,0,0
63,183,15,0.0819672131147541,0,0,16,0.087431693989071,0,0,15,0.0819672131147541,16,0.087431693989071,53,1,34,1,71,1,25,1,1,53,34,71,25,0,0,0,0
4329,186,3,0.0161290322580645,7,0.0376344086021505,3,0.0161290322580645,6,0.032258064516129,10,0.0537634408602151,9,0.0483870967741935,70,1,31,1,56,1,29,1,1,70,31,56,29,0,0,0,0
5332,188,42,0.223404255319149,0,0,17,0.0904255319148936,2,0.0106382978723404,42,0.223404255319149,19,0.101063829787234,90,1,25,1,45,1,28,1,1,90,25,45,28,1,0,0,0
6380,190,3,0.0157894736842105,0,0,0,0,0,0,3,0.0157894736842105,0,0,77,0.987179487179487,20,0.769230769230769,35,0.583333333333333,20,0.769230769230769,1,78,26,60,26,0,0,0,0
3596,187,41,0.219251336898396,1,0.0053475935828877,8,0.0427807486631016,0,0,42,0.224598930481283,8,0.0427807486631016,84,1,19,1,55,1,29,1,1,84,19,55,29,1,0,0,0
504,186,21,0.112903225806452,2,0.010752688172043,6,0.032258064516129,0,0,23,0.123655913978495,6,0.032258064516129,55,1,38,1,71,1,22,1,1,55,38,71,22,0,0,0,0
583,190,60,0.315789473684211,0,0,9,0.0473684210526316,0,0,60,0.315789473684211,9,0.0473684210526316,48,0.64,21,0.567567567567568,35,0.593220338983051,11,0.578947368421053,0.994708941474147,75,37,59,19,1,0,0,0
709,188,12,0.0638297872340425,0,0,1,0.00531914893617021,2,0.0106382978723404,12,0.0638297872340425,3,0.0159574468085106,85,1,23,1,50,1,30,1,1,85,23,50,30,0,0,0,0
5302,184,22,0.119565217391304,2,0.0108695652173913,1,0.00543478260869565,2,0.0108695652173913,24,0.130434782608696,3,0.016304347826087,62,1,33,1,62,1,27,1,1,62,33,62,27,0,0,0,0
285,190,28,0.147368421052632,0,0,2,0.0105263157894737,0,0,28,0.147368421052632,2,0.0105263157894737,75,0.974025974025974,17,0.459459459459459,36,0.679245283018868,21,0.91304347826087,1,77,37,53,23,0,0,0,0
5893,190,0,0,0,0,0,0,0,0,0,0,0,0,89,1,22,0.956521739130435,36,0.75,30,1,1,89,23,48,30,0,0,0,0
44,190,26,0.136842105263158,0,0,7,0.0368421052631579,0,0,26,0.136842105263158,7,0.0368421052631579,76,0.987012987012987,18,0.857142857142857,47,0.712121212121212,24,0.923076923076923,1,77,21,66,26,0,0,0,0
551,190,6,0.0315789473684211,0,0,0,0,0,0,6,0.0315789473684211,0,0,75,0.974025974025974,24,0.705882352941177,38,0.716981132075472,23,0.884615384615385,1,77,34,53,26,0,0,0,0
5323,186,7,0.0376344086021505,1,0.00537634408602151,1,0.00537634408602151,2,0.010752688172043,8,0.043010752688172,3,0.0161290322580645,87,1,23,1,58,1,18,1,1,87,23,58,18,0,0,0,0
5359,190,6,0.0315789473684211,0,0,2,0.0105263157894737,0,0,6,0.0315789473684211,2,0.0105263157894737,73,1,34,0.944444444444444,47,0.824561403508772,22,0.916666666666667,1,73,36,57,24,0,0,0,0
206,189,15,0.0793650793650794,0,0,4,0.0211640211640212,1,0.00529100529100529,15,0.0793650793650794,5,0.0264550264550265,63,1,38,1,68,1,20,1,1,63,38,68,20,0,0,0,0
4580,190,115,0.605263157894737,0,0,12,0.0631578947368421,1,0.00526315789473684,115,0.605263157894737,13,0.068421052631579,72,0.96,28,0.823529411764706,49,0.875,25,1,1,75,34,56,25,1,1,0,1
7314,189,77,0.407407407407407,2,0.0105820105820106,48,0.253968253968254,0,0,79,0.417989417989418,48,0.253968253968254,60,0.769230769230769,26,0.722222222222222,37,0.660714285714286,16,0.842105263157895,0.999999716813019,78,36,56,19,1,1,0,1
197,178,41,0.230337078651685,1,0.00561797752808989,41,0.230337078651685,2,0.0112359550561798,42,0.235955056179775,43,0.241573033707865,33,1,32,1,92,1,21,1,1,33,32,92,21,1,0,0,0
7534,189,0,0,0,0,0,0,0,0,0,0,0,0,89,1,21,1,48,1,31,1,1,89,21,48,31,0,0,0,0
321,190,36,0.189473684210526,4,0.0210526315789474,7,0.0368421052631579,1,0.00526315789473684,40,0.210526315789474,8,0.0421052631578947,70,0.823529411764706,20,0.833333333333333,33,0.634615384615385,22,0.758620689655172,0.999999999878641,85,24,52,29,1,0,0,0
267,189,3,0.0158730158730159,1,0.00529100529100529,4,0.0211640211640212,0,0,4,0.0211640211640212,4,0.0211640211640212,67,0.957142857142857,22,0.916666666666667,57,0.863636363636364,29,1,1,70,24,66,29,0,0,0,0
5534,186,14,0.0752688172043011,0,0,2,0.010752688172043,13,0.0698924731182796,14,0.0752688172043011,15,0.0806451612903226,62,1,26,1,69,1,29,1,1,62,26,69,29,0,0,0,0
83,190,12,0.0631578947368421,5,0.0263157894736842,0,0,1,0.00526315789473684,17,0.0894736842105263,1,0.00526315789473684,76,0.987012987012987,24,0.923076923076923,42,0.763636363636364,30,0.9375,1,77,26,55,32,0,0,0,0
6138,190,27,0.142105263157895,0,0,0,0,1,0.00526315789473684,27,0.142105263157895,1,0.00526315789473684,84,0.988235294117647,16,0.666666666666667,28,0.538461538461538,28,0.96551724137931,1,85,24,52,29,0,0,0,0
5985,190,3,0.0157894736842105,1,0.00526315789473684,1,0.00526315789473684,1,0.00526315789473684,4,0.0210526315789474,2,0.0105263157894737,48,0.657534246575342,25,0.925925925925926,39,0.684210526315789,17,0.515151515151515,0.997686853039052,73,27,57,33,0,0,0,0
1780,188,18,0.0957446808510638,1,0.00531914893617021,0,0,3,0.0159574468085106,19,0.101063829787234,3,0.0159574468085106,74,1,26,1,54,1,34,1,1,74,26,54,34,0,0,0,0
404,183,8,0.0437158469945355,3,0.0163934426229508,4,0.0218579234972678,2,0.0109289617486339,11,0.0601092896174863,6,0.0327868852459016,64,1,42,1,48,1,29,1,1,64,42,48,29,0,0,0,0
6199,190,60,0.315789473684211,1,0.00526315789473684,3,0.0157894736842105,0,0,61,0.321052631578947,3,0.0157894736842105,62,0.911764705882353,21,0.67741935483871,35,0.555555555555556,27,0.964285714285714,0.999999999999962,68,31,63,28,1,0,0,0
6205,188,7,0.0372340425531915,4,0.0212765957446809,3,0.0159574468085106,3,0.0159574468085106,11,0.0585106382978723,6,0.0319148936170213,73,1,41,1,53,1,21,1,1,73,41,53,21,0,0,0,0
4997,187,19,0.101604278074866,0,0,6,0.0320855614973262,2,0.0106951871657754,19,0.101604278074866,8,0.0427807486631016,69,1,42,1,58,1,18,1,1,69,42,58,18,0,0,0,0
351,189,34,0.17989417989418,0,0,4,0.0211640211640212,5,0.0264550264550265,34,0.17989417989418,9,0.0476190476190476,72,1,32,1,67,1,18,1,1,72,32,67,18,0,0,0,0
3428,190,27,0.142105263157895,0,0,0,0,3,0.0157894736842105,27,0.142105263157895,3,0.0157894736842105,45,0.569620253164557,9,0.5,28,0.451612903225806,21,0.67741935483871,0.911694723469918,79,18,62,31,0,0,0,0
483,190,3,0.0157894736842105,0,0,0,0,1,0.00526315789473684,3,0.0157894736842105,1,0.00526315789473684,74,0.91358024691358,18,0.642857142857143,37,0.649122807017544,15,0.625,1,81,28,57,24,0,0,0,0
559,189,42,0.222222222222222,0,0,6,0.0317460317460317,2,0.0105820105820106,42,0.222222222222222,8,0.0423280423280423,68,0.894736842105263,21,0.67741935483871,43,0.704918032786885,18,0.857142857142857,0.999999999999968,76,31,61,21,1,0,0,0
4683,188,1,0.00531914893617021,3,0.0159574468085106,0,0,1,0.00531914893617021,4,0.0212765957446809,1,0.00531914893617021,78,1,25,1,60,1,25,1,1,78,25,60,25,0,0,0,0
102,178,20,0.112359550561798,5,0.0280898876404494,12,0.0674157303370786,3,0.0168539325842697,25,0.140449438202247,15,0.0842696629213483,58,1,24,1,66,1,30,1,1,58,24,66,30,0,0,0,0
301,187,2,0.0106951871657754,2,0.0106951871657754,0,0,10,0.053475935828877,4,0.0213903743315508,10,0.053475935828877,59,1,34,1,73,1,21,1,1,59,34,73,21,0,0,0,0
426,188,66,0.351063829787234,0,0,20,0.106382978723404,2,0.0106382978723404,66,0.351063829787234,22,0.117021276595745,77,1,31,1,57,1,23,1,1,77,31,57,23,1,1,0,1
441,190,81,0.426315789473684,0,0,14,0.0736842105263158,1,0.00526315789473684,81,0.426315789473684,15,0.0789473684210526,61,0.983870967741935,18,0.947368421052632,69,0.8625,29,1,1,62,19,80,29,1,1,0,1
3178,187,7,0.0374331550802139,3,0.0160427807486631,2,0.0106951871657754,3,0.0160427807486631,10,0.053475935828877,5,0.0267379679144385,82,1,24,1,53,1,28,1,1,82,24,53,28,0,0,0,0
3413,178,19,0.106741573033708,7,0.0393258426966292,10,0.0561797752808989,11,0.0617977528089888,26,0.146067415730337,21,0.117977528089888,59,1,31,1,61,1,27,1,1,59,31,61,27,0,0,0,0
194,189,22,0.116402116402116,2,0.0105820105820106,1,0.00529100529100529,0,0,24,0.126984126984127,1,0.00529100529100529,70,1,22,1,74,1,23,1,1,70,22,74,23,0,0,0,0
3077,181,43,0.237569060773481,1,0.00552486187845304,32,0.176795580110497,2,0.0110497237569061,44,0.243093922651934,34,0.187845303867403,60,1,30,1,66,1,25,1,1,60,30,66,25,1,0,0,0
7676,188,24,0.127659574468085,0,0,0,0,0,0,24,0.127659574468085,0,0,66,1,29,1,58,1,35,1,1,66,29,58,35,0,0,0,0
6353,189,94,0.497354497354497,1,0.00529100529100529,62,0.328042328042328,3,0.0158730158730159,95,0.502645502645503,65,0.343915343915344,65,1,25,1,67,1,32,1,1,65,25,67,32,1,1,0,1
7671,186,104,0.559139784946237,1,0.00537634408602151,94,0.505376344086022,0,0,105,0.564516129032258,94,0.505376344086022,83,1,27,1,49,1,27,1,1,83,27,49,27,1,1,0,1
3264,175,14,0.08,7,0.04,11,0.0628571428571429,9,0.0514285714285714,21,0.12,20,0.114285714285714,69,1,27,1,54,1,25,1,1,69,27,54,25,0,0,0,0
79,190,15,0.0789473684210526,2,0.0105263157894737,0,0,1,0.00526315789473684,17,0.0894736842105263,1,0.00526315789473684,68,0.944444444444444,13,0.619047619047619,44,0.63768115942029,21,0.75,1,72,21,69,28,0,0,0,0
4893,188,23,0.122340425531915,0,0,0,0,0,0,23,0.122340425531915,0,0,62,1,41,1,57,1,28,1,1,62,41,57,28,0,0,0,0
346,186,30,0.161290322580645,4,0.021505376344086,19,0.102150537634409,4,0.021505376344086,34,0.182795698924731,23,0.123655913978495,56,1,37,1,65,1,28,1,1,56,37,65,28,0,0,0,0
3237,188,114,0.606382978723404,0,0,120,0.638297872340426,0,0,114,0.606382978723404,120,0.638297872340426,57,1,36,1,71,1,24,1,1,57,36,71,24,1,1,0,1
4872,188,25,0.132978723404255,0,0,5,0.0265957446808511,0,0,25,0.132978723404255,5,0.0265957446808511,76,1,35,1,49,1,28,1,1,76,35,49,28,0,0,0,0
5242,190,69,0.363157894736842,1,0.00526315789473684,41,0.215789473684211,0,0,70,0.368421052631579,41,0.215789473684211,82,0.987951807228916,25,0.892857142857143,43,0.767857142857143,18,0.782608695652174,1,83,28,56,23,1,1,0,1
9,185,8,0.0432432432432432,7,0.0378378378378378,7,0.0378378378378378,5,0.027027027027027,15,0.0810810810810811,12,0.0648648648648649,68,1,32,1,54,1,31,1,1,68,32,54,31,0,0,0,0
2809,185,7,0.0378378378378378,0,0,0,0,1,0.00540540540540541,7,0.0378378378378378,1,0.00540540540540541,73,1,31,1,53,1,28,1,1,73,31,53,28,0,0,0,0
584,181,10,0.0552486187845304,1,0.00552486187845304,2,0.0110497237569061,6,0.0331491712707182,11,0.0607734806629834,8,0.0441988950276243,49,0.7,16,0.64,38,0.644067796610169,20,0.740740740740741,0.999779857496743,70,25,59,27,0,0,0,0
4448,188,9,0.0478723404255319,1,0.00531914893617021,4,0.0212765957446809,0,0,10,0.0531914893617021,4,0.0212765957446809,86,1,29,1,51,1,22,1,1,86,29,51,22,0,0,0,0
1801,189,14,0.0740740740740741,0,0,0,0,0,0,14,0.0740740740740741,0,0,82,1,26,1,47,1,34,1,1,82,26,47,34,0,0,0,0
408,189,8,0.0423280423280423,0,0,0,0,1,0.00529100529100529,8,0.0423280423280423,1,0.00529100529100529,67,1,33,1,64,1,25,1,1,67,33,64,25,0,0,0,0
2291,185,14,0.0756756756756757,2,0.0108108108108108,0,0,0,0,16,0.0864864864864865,0,0,64,1,42,1,64,1,15,1,1,64,42,64,15,0,0,0,0
543,190,19,0.1,0,0,7,0.0368421052631579,0,0,19,0.1,7,0.0368421052631579,52,0.8125,19,0.826086956521739,46,0.666666666666667,30,0.882352941176471,0.999999949707101,64,23,69,34,0,0,0,0
214,190,6,0.0315789473684211,0,0,1,0.00526315789473684,0,0,6,0.0315789473684211,1,0.00526315789473684,72,0.972972972972973,26,0.838709677419355,43,0.826923076923077,33,1,1,74,31,52,33,0,0,0,0
6010,190,0,0,0,0,0,0,1,0.00526315789473684,0,0,1,0.00526315789473684,75,0.974025974025974,34,0.894736842105263,50,0.943396226415094,20,0.909090909090909,1,77,38,53,22,0,0,0,0
6040,187,75,0.401069518716578,1,0.0053475935828877,76,0.406417112299465,0,0,76,0.406417112299465,76,0.406417112299465,65,1,37,1,61,1,24,1,1,65,37,61,24,1,1,0,1
2225,190,10,0.0526315789473684,0,0,0,0,2,0.0105263157894737,10,0.0526315789473684,2,0.0105263157894737,60,0.967741935483871,34,0.790697674418605,45,0.818181818181818,27,0.9,1,62,43,55,30,0,0,0,0
256,189,13,0.0687830687830688,1,0.00529100529100529,3,0.0158730158730159,0,0,14,0.0740740740740741,3,0.0158730158730159,65,1,26,1,63,1,35,1,1,65,26,63,35,0,0,0,0
502,190,16,0.0842105263157895,4,0.0210526315789474,0,0,4,0.0210526315789474,20,0.105263157894737,4,0.0210526315789474,64,0.901408450704225,20,0.769230769230769,30,0.5,21,0.636363636363636,0.999999999999933,71,26,60,33,0,0,0,0
4538,181,12,0.0662983425414365,9,0.0497237569060773,11,0.0607734806629834,6,0.0331491712707182,21,0.116022099447514,17,0.0939226519337017,75,1,30,1,53,1,23,1,1,75,30,53,23,0,0,0,0
3912,185,2,0.0108108108108108,1,0.00540540540540541,4,0.0216216216216216,2,0.0108108108108108,3,0.0162162162162162,6,0.0324324324324324,75,1,21,1,69,1,20,1,1,75,21,69,20,0,0,0,0
1045,187,7,0.0374331550802139,7,0.0374331550802139,0,0,8,0.0427807486631016,14,0.0748663101604278,8,0.0427807486631016,70,1,28,1,57,1,32,1,1,70,28,57,32,0,0,0,0
6573,190,9,0.0473684210526316,0,0,3,0.0157894736842105,0,0,9,0.0473684210526316,3,0.0157894736842105,46,0.666666666666667,28,0.666666666666667,22,0.385964912280702,12,0.545454545454545,0.998227593576489,69,42,57,22,0,0,0,0
3372,189,13,0.0687830687830688,0,0,0,0,0,0,13,0.0687830687830688,0,0,57,1,32,1,76,1,24,1,1,57,32,76,24,0,0,0,0
5712,189,8,0.0423280423280423,1,0.00529100529100529,0,0,0,0,9,0.0476190476190476,0,0,63,1,9,0.310344827586207,32,0.457142857142857,25,0.925925925925926,1,63,29,70,27,0,0,0,0
4362,189,103,0.544973544973545,0,0,105,0.555555555555556,0,0,103,0.544973544973545,105,0.555555555555556,29,0.432835820895522,17,0.447368421052632,30,0.526315789473684,15,0.555555555555556,0.164216031348595,67,38,57,27,1,1,1,1
5038,190,5,0.0263157894736842,0,0,0,0,0,0,5,0.0263157894736842,0,0,72,0.923076923076923,28,0.903225806451613,48,0.857142857142857,24,0.96,1,78,31,56,25,0,0,0,0
569,188,19,0.101063829787234,3,0.0159574468085106,2,0.0106382978723404,3,0.0159574468085106,22,0.117021276595745,5,0.0265957446808511,60,0.895522388059702,18,0.857142857142857,44,0.656716417910448,28,0.848484848484849,0.999999999999253,67,21,67,33,0,0,0,0
7625,189,68,0.35978835978836,1,0.00529100529100529,36,0.19047619047619,0,0,69,0.365079365079365,36,0.19047619047619,60,1,37,1,65,1,27,1,1,60,37,65,27,1,1,0,1
4192,190,8,0.0421052631578947,0,0,0,0,6,0.0315789473684211,8,0.0421052631578947,6,0.0315789473684211,74,0.936708860759494,14,0.378378378378378,14,0.264150943396226,19,0.904761904761905,1,79,37,53,21,0,0,0,0
4586,185,27,0.145945945945946,1,0.00540540540540541,18,0.0972972972972973,0,0,28,0.151351351351351,18,0.0972972972972973,57,1,37,1,67,1,24,1,1,57,37,67,24,0,0,0,0
3165,190,26,0.136842105263158,1,0.00526315789473684,4,0.0210526315789474,0,0,27,0.142105263157895,4,0.0210526315789474,79,0.975308641975309,20,0.952380952380952,48,0.774193548387097,23,0.884615384615385,1,81,21,62,26,0,0,0,0
4461,183,14,0.0765027322404372,2,0.0109289617486339,1,0.00546448087431694,4,0.0218579234972678,16,0.087431693989071,5,0.0273224043715847,76,1,22,1,63,1,22,1,1,76,22,63,22,0,0,0,0
6733,186,11,0.0591397849462366,3,0.0161290322580645,0,0,4,0.021505376344086,14,0.0752688172043011,4,0.021505376344086,66,1,30,1,61,1,29,1,1,66,30,61,29,0,0,0,0
141,190,12,0.0631578947368421,0,0,0,0,0,0,12,0.0631578947368421,0,0,71,0.986111111111111,25,0.925925925925926,47,0.810344827586207,32,0.96969696969697,1,72,27,58,33,0,0,0,0
4653,190,0,0,1,0.00526315789473684,0,0,0,0,1,0.00526315789473684,0,0,74,1,20,0.869565217391304,62,0.898550724637681,24,1,1,74,23,69,24,0,0,0,0
6250,190,32,0.168421052631579,0,0,6,0.0315789473684211,0,0,32,0.168421052631579,6,0.0315789473684211,68,0.944444444444444,24,0.923076923076923,41,0.640625,23,0.821428571428571,1,72,26,64,28,0,0,0,0
2282,118,15,0.127118644067797,3,0.0254237288135593,18,0.152542372881356,3,0.0254237288135593,18,0.152542372881356,21,0.177966101694915,38,1,23,1,31,1,26,1,1,38,23,31,26,0,0,0,0
453,188,9,0.0478723404255319,4,0.0212765957446809,2,0.0106382978723404,3,0.0159574468085106,13,0.0691489361702128,5,0.0265957446808511,54,1,32,1,75,1,27,1,1,54,32,75,27,0,0,0,0
5743,180,42,0.233333333333333,3,0.0166666666666667,21,0.116666666666667,3,0.0166666666666667,45,0.25,24,0.133333333333333,67,1,28,1,60,1,25,1,1,67,28,60,25,1,0,0,0
4079,190,2,0.0105263157894737,0,0,0,0,0,0,2,0.0105263157894737,0,0,65,0.955882352941177,45,0.918367346938776,47,0.854545454545454,15,0.833333333333333,1,68,49,55,18,0,0,0,0
4191,188,49,0.26063829787234,2,0.0106382978723404,12,0.0638297872340425,3,0.0159574468085106,51,0.271276595744681,15,0.0797872340425532,77,0.927710843373494,19,0.791666666666667,48,0.842105263157895,22,0.916666666666667,1,83,24,57,24,1,0,0,0
30,186,22,0.118279569892473,3,0.0161290322580645,4,0.021505376344086,0,0,25,0.134408602150538,4,0.021505376344086,79,1,30,1,52,1,25,1,1,79,30,52,25,0,0,0,0
225,184,37,0.201086956521739,6,0.0326086956521739,24,0.130434782608696,5,0.0271739130434783,43,0.233695652173913,29,0.157608695652174,74,1,28,1,57,1,25,1,1,74,28,57,25,1,0,0,0
529,190,14,0.0736842105263158,0,0,0,0,2,0.0105263157894737,14,0.0736842105263158,2,0.0105263157894737,70,0.945945945945946,31,0.885714285714286,44,0.814814814814815,20,0.740740740740741,1,74,35,54,27,0,0,0,0
523,189,34,0.17989417989418,0,0,1,0.00529100529100529,0,0,34,0.17989417989418,1,0.00529100529100529,77,1,27,1,54,1,31,1,1,77,27,54,31,0,0,0,0
535,184,26,0.141304347826087,9,0.0489130434782609,4,0.0217391304347826,10,0.0543478260869565,35,0.190217391304348,14,0.0760869565217391,73,1,23,1,62,1,26,1,1,73,23,62,26,0,0,0,0
5783,190,2,0.0105263157894737,0,0,0,0,0,0,2,0.0105263157894737,0,0,74,0.948717948717949,29,0.90625,52,0.88135593220339,18,0.857142857142857,1,78,32,59,21,0,0,0,0
5701,189,20,0.105820105820106,1,0.00529100529100529,0,0,1,0.00529100529100529,21,0.111111111111111,1,0.00529100529100529,55,0.916666666666667,27,0.931034482758621,51,0.784615384615385,28,0.8,0.999999999999546,60,29,65,35,0,0,0,0
2815,185,47,0.254054054054054,3,0.0162162162162162,28,0.151351351351351,2,0.0108108108108108,50,0.27027027027027,30,0.162162162162162,65,1,31,1,55,1,34,1,1,65,31,55,34,1,0,0,0
322,188,9,0.0478723404255319,5,0.0265957446808511,1,0.00531914893617021,1,0.00531914893617021,14,0.074468085106383,2,0.0106382978723404,83,1,23,1,57,1,25,1,1,83,23,57,25,0,0,0,0
167,190,73,0.384210526315789,0,0,17,0.0894736842105263,0,0,73,0.384210526315789,17,0.0894736842105263,68,0.971428571428571,37,0.948717948717949,50,0.909090909090909,24,0.923076923076923,1,70,39,55,26,1,1,0,1
5794,190,52,0.273684210526316,0,0,2,0.0105263157894737,0,0,52,0.273684210526316,2,0.0105263157894737,73,1,26,0.866666666666667,40,0.888888888888889,39,0.928571428571429,1,73,30,45,42,1,0,0,0
490,188,62,0.329787234042553,0,0,21,0.111702127659574,1,0.00531914893617021,62,0.329787234042553,22,0.117021276595745,79,1,27,1,51,1,31,1,1,79,27,51,31,1,0,0,0
3943,189,0,0,5,0.0264550264550265,1,0.00529100529100529,1,0.00529100529100529,5,0.0264550264550265,2,0.0105820105820106,75,1,39,1,49,1,26,1,1,75,39,49,26,0,0,0,0
3526,188,1,0.00531914893617021,0,0,0,0,0,0,1,0.00531914893617021,0,0,74,1,28,1,54,1,32,1,1,74,28,54,32,0,0,0,0
462,190,20,0.105263157894737,0,0,1,0.00526315789473684,0,0,20,0.105263157894737,1,0.00526315789473684,79,0.951807228915663,27,0.870967741935484,34,0.708333333333333,28,1,1,83,31,48,28,0,0,0,0
1597,189,2,0.0105820105820106,1,0.00529100529100529,0,0,2,0.0105820105820106,3,0.0158730158730159,2,0.0105820105820106,67,1,36,1,61,1,25,1,1,67,36,61,25,0,0,0,0
8,188,1,0.00531914893617021,4,0.0212765957446809,0,0,2,0.0106382978723404,5,0.0265957446808511,2,0.0106382978723404,52,1,37,1,70,1,29,1,1,52,37,70,29,0,0,0,0
519,190,15,0.0789473684210526,0,0,0,0,0,0,15,0.0789473684210526,0,0,71,0.972602739726027,20,0.740740740740741,36,0.679245283018868,30,0.810810810810811,1,73,27,53,37,0,0,0,0
5465,188,5,0.0265957446808511,1,0.00531914893617021,0,0,1,0.00531914893617021,6,0.0319148936170213,1,0.00531914893617021,64,1,42,1,56,1,26,1,1,64,42,56,26,0,0,0,0
4539,167,74,0.44311377245509,1,0.00598802395209581,75,0.449101796407186,2,0.0119760479041916,75,0.449101796407186,77,0.461077844311377,65,1,28,1,43,1,31,1,1,65,28,43,31,1,1,0,1
466,188,103,0.547872340425532,0,0,23,0.122340425531915,0,0,103,0.547872340425532,23,0.122340425531915,70,1,29,1,62,1,27,1,1,70,29,62,27,1,1,0,1
7136,189,3,0.0158730158730159,0,0,0,0,0,0,3,0.0158730158730159,0,0,71,1,28,1,60,1,30,1,1,71,28,60,30,0,0,0,0
565,190,11,0.0578947368421053,2,0.0105263157894737,0,0,0,0,13,0.068421052631579,0,0,54,0.947368421052632,30,0.967741935483871,42,0.583333333333333,22,0.733333333333333,0.999999999999988,57,31,72,30,0,0,0,0
6936,185,46,0.248648648648649,0,0,2,0.0108108108108108,0,0,46,0.248648648648649,2,0.0108108108108108,75,1,31,1,54,1,25,1,1,75,31,54,25,1,0,0,0
379,184,87,0.472826086956522,5,0.0271739130434783,96,0.521739130434783,4,0.0217391304347826,92,0.5,100,0.543478260869565,63,1,35,1,60,1,26,1,1,63,35,60,26,1,1,0,1
487,189,3,0.0158730158730159,0,0,0,0,2,0.0105820105820106,3,0.0158730158730159,2,0.0105820105820106,79,1,33,1,56,1,21,1,1,79,33,56,21,0,0,0,0
358,190,6,0.0315789473684211,0,0,0,0,0,0,6,0.0315789473684211,0,0,58,0.950819672131147,26,0.866666666666667,44,0.586666666666667,20,0.833333333333333,0.999999999999999,61,30,75,24,0,0,0,0
6087,187,8,0.0427807486631016,0,0,4,0.0213903743315508,0,0,8,0.0427807486631016,4,0.0213903743315508,79,1,24,1,58,1,26,1,1,79,24,58,26,0,0,0,0
242,186,7,0.0376344086021505,2,0.010752688172043,2,0.010752688172043,5,0.0268817204301075,9,0.0483870967741935,7,0.0376344086021505,69,1,24,1,62,1,31,1,1,69,24,62,31,0,0,0,0
446,189,2,0.0105820105820106,0,0,0,0,0,0,2,0.0105820105820106,0,0,60,1,34,1,66,1,29,1,1,60,34,66,29,0,0,0,0
5574,190,6,0.0315789473684211,0,0,0,0,0,0,6,0.0315789473684211,0,0,72,0.986301369863014,25,0.925925925925926,46,0.73015873015873,24,0.888888888888889,1,73,27,63,27,0,0,0,0
35,189,12,0.0634920634920635,0,0,2,0.0105820105820106,1,0.00529100529100529,12,0.0634920634920635,3,0.0158730158730159,66,1,40,1,49,1,34,1,1,66,40,49,34,0,0,0,0
