	Mean	MCSE	StdDev	MAD	2.5%	50%	97.5%	ESS_bulk	ESS_tail	ESS_bulk/s	R_hat
lp__	-31250.0	0.4847	42.95	42.6	-31330.0	-31250.0	-31160.0	7846.0	15980.0	0.06142	1.0
theta_mu[1,1]	1.075	0.001418	0.1089	0.1078	0.8714	1.071	1.302	5867.0	13470.0	0.04593	1.001
theta_mu[1,2]	1.072	0.001408	0.1082	0.107	0.8725	1.068	1.298	5861.0	13240.0	0.04588	1.0
theta_mu[2,1]	1.264	0.001189	0.1202	0.1193	1.042	1.26	1.514	10220.0	19020.0	0.08002	1.0
theta_mu[2,2]	1.19	0.00162	0.1225	0.1221	0.9675	1.184	1.448	5819.0	12630.0	0.04555	1.001
theta_mu[3,1]	0.2891	0.0003542	0.02181	0.02177	0.2467	0.289	0.3323	3785.0	7668.0	0.02963	1.001
theta_mu[3,2]	0.2338	0.0003588	0.02186	0.02178	0.191	0.2337	0.277	3709.0	8014.0	0.02903	1.001
theta_mu[4,1]	-0.03336	0.0003169	0.01904	0.01892	-0.07071	-0.0335	0.004152	3628.0	7975.0	0.0284	1.001
theta_mu[4,2]	-0.01414	0.0003295	0.01917	0.01912	-0.05192	-0.01405	0.02345	3397.0	6811.0	0.02659	1.001
theta_mu[5,1]	-1.184	0.001089	0.08389	0.08411	-1.351	-1.184	-1.022	5942.0	12520.0	0.04652	1.001
theta_mu[5,2]	-1.132	0.001176	0.08547	0.08544	-1.302	-1.132	-0.9662	5281.0	10720.0	0.04134	1.001
theta_mu[6,1]	-1.35	0.0009325	0.08517	0.08577	-1.518	-1.351	-1.184	8374.0	15970.0	0.06556	1.0
theta_mu[6,2]	-1.242	0.001134	0.09049	0.09037	-1.422	-1.241	-1.068	6368.0	13770.0	0.04986	1.0
theta_c_pr[1,1]	1.038	0.002989	0.5957	0.5741	0.06159	0.9697	2.384	40640.0	30920.0	0.3181	1.0
theta_c_pr[1,2]	-0.8821	0.002089	0.162	0.1585	-1.205	-0.8799	-0.5703	5989.0	14020.0	0.04689	1.001
theta_c_pr[1,3]	0.2548	0.002692	0.3925	0.3616	-0.3805	0.209	1.164	22560.0	25210.0	0.1766	1.0
theta_c_pr[1,4]	-0.5822	0.003799	0.5022	0.3585	-1.234	-0.6986	0.7738	18100.0	21100.0	0.1417	1.0
theta_c_pr[1,5]	0.1095	0.01351	0.7472	0.5592	-0.8137	-0.1139	2.01	3736.0	10390.0	0.02925	1.001
theta_c_pr[1,6]	-0.06893	0.002881	0.4195	0.3591	-0.6889	-0.1385	0.9666	22050.0	22820.0	0.1726	1.0
theta_c_pr[1,7]	1.192	0.003076	0.5913	0.5831	0.2035	1.135	2.5	37720.0	30130.0	0.2953	1.0
theta_c_pr[1,8]	0.8349	0.004086	0.5031	0.4824	0.007972	0.7782	1.968	15140.0	26720.0	0.1185	1.0
theta_c_pr[1,9]	-0.2469	0.003659	0.352	0.2951	-0.7651	-0.3076	0.6122	9180.0	18750.0	0.07187	1.001
theta_c_pr[1,10]	-0.928	0.002851	0.2334	0.1794	-1.297	-0.9482	-0.4059	6621.0	12130.0	0.05183	1.0
theta_c_pr[1,11]	0.5343	0.003296	0.5896	0.5714	-0.3904	0.4561	1.891	33000.0	29680.0	0.2584	1.0
theta_c_pr[1,12]	0.7954	0.00291	0.542	0.5202	-0.08435	0.7311	2.022	37580.0	28470.0	0.2942	1.0
theta_c_pr[1,13]	-0.2936	0.004273	0.6357	0.5461	-1.12	-0.4481	1.295	26870.0	27840.0	0.2104	1.0
theta_c_pr[1,14]	-0.6779	0.003795	0.738	0.6407	-1.843	-0.8034	1.065	42650.0	28200.0	0.3339	1.0
theta_c_pr[1,15]	0.6823	0.003109	0.5432	0.5206	-0.1744	0.6121	1.93	31560.0	28570.0	0.2471	1.0
theta_c_pr[1,16]	-0.2467	0.003681	0.6034	0.5075	-1.03	-0.394	1.263	30200.0	26040.0	0.2364	1.0
theta_c_pr[1,17]	0.3402	0.004275	0.4616	0.3803	-0.3271	0.2607	1.525	15950.0	11330.0	0.1249	1.0
theta_c_pr[1,18]	-0.1375	0.004532	0.6484	0.5932	-1.017	-0.2758	1.418	22410.0	26360.0	0.1755	1.0
theta_c_pr[1,19]	-0.1165	0.003636	0.6476	0.5969	-1.019	-0.2445	1.449	35100.0	29430.0	0.2748	1.0
theta_c_pr[1,20]	1.938	0.002786	0.6516	0.6484	0.7856	1.9	3.314	56170.0	29760.0	0.4397	1.0
theta_c_pr[1,21]	-0.7601	0.002409	0.2179	0.1835	-1.128	-0.7767	-0.293	8166.0	14010.0	0.06393	1.0
theta_c_pr[1,22]	-1.582	0.004315	0.5932	0.4002	-2.551	-1.643	0.03002	23170.0	15380.0	0.1814	1.0
theta_c_pr[1,23]	0.5434	0.002364	0.3687	0.357	-0.09271	0.5131	1.351	24600.0	27140.0	0.1926	1.0
theta_c_pr[1,24]	-0.4806	0.003439	0.3178	0.2402	-0.9357	-0.5298	0.3112	10410.0	9883.0	0.08153	1.0
theta_c_pr[1,25]	1.435	0.002847	0.6155	0.6081	0.3833	1.381	2.778	49540.0	29300.0	0.3878	1.0
theta_c_pr[1,26]	1.231	0.002854	0.6377	0.6359	0.155	1.177	2.636	52000.0	31420.0	0.407	1.0
theta_c_pr[1,27]	1.376	0.002986	0.6565	0.6589	0.2471	1.326	2.787	49760.0	27700.0	0.3896	1.0
theta_c_pr[1,28]	-0.4478	0.004639	0.6735	0.5753	-1.301	-0.6235	1.232	25050.0	27230.0	0.1961	1.0
theta_c_pr[1,29]	-0.4784	0.003173	0.3958	0.2874	-1.003	-0.5592	0.5582	16690.0	17630.0	0.1307	1.0
theta_c_pr[1,30]	-0.6529	0.00314	0.3636	0.2608	-1.138	-0.7231	0.2905	12440.0	16920.0	0.09737	1.0
theta_c_pr[1,31]	1.753	0.002713	0.6258	0.6164	0.6541	1.713	3.084	54900.0	29180.0	0.4298	1.0
theta_c_pr[1,32]	-1.065	0.004218	0.5327	0.3174	-1.835	-1.159	0.4438	21290.0	14810.0	0.1667	1.0
theta_c_pr[1,33]	-0.9014	0.004589	0.7649	0.6085	-2.035	-1.075	0.9829	33990.0	25990.0	0.2661	1.0
theta_c_pr[1,34]	-0.505	0.00381	0.6927	0.5954	-1.48	-0.6601	1.189	40350.0	28840.0	0.3159	0.9999
theta_c_pr[1,35]	-0.7097	0.00229	0.2125	0.1894	-1.083	-0.7217	-0.2716	8407.0	15690.0	0.06581	1.0
theta_c_pr[1,36]	0.9606	0.00346	0.4608	0.4481	0.1655	0.9225	1.969	18140.0	25290.0	0.142	1.0
theta_c_pr[1,37]	-0.7704	0.004373	0.5321	0.3124	-1.366	-0.932	0.73	15520.0	19090.0	0.1215	1.0
theta_c_pr[1,38]	2.132	0.002884	0.6414	0.6403	0.9868	2.096	3.495	51290.0	29150.0	0.4015	1.0
theta_c_pr[1,39]	1.897	0.002925	0.6286	0.6286	0.7781	1.863	3.234	48150.0	28870.0	0.3769	1.0
theta_c_pr[1,40]	-1.065	0.00454	0.7712	0.607	-2.281	-1.204	0.8438	34000.0	26870.0	0.2662	1.0
theta_c_pr[1,41]	-0.9786	0.00464	0.7955	0.655	-2.202	-1.134	0.9716	34360.0	27240.0	0.269	1.0
theta_c_pr[1,42]	-0.1512	0.003412	0.4994	0.4068	-0.828	-0.2619	1.124	24870.0	22780.0	0.1947	1.0
theta_c_pr[1,43]	0.6369	0.003101	0.5899	0.5686	-0.2953	0.5589	1.99	38740.0	29330.0	0.3033	1.0
theta_c_pr[1,44]	-0.7421	0.004675	0.7251	0.584	-1.741	-0.9252	1.076	32760.0	27460.0	0.2565	1.0
theta_c_pr[1,45]	0.01315	0.003665	0.5321	0.4694	-0.7384	-0.09083	1.33	22700.0	27290.0	0.1777	1.0
theta_c_pr[1,46]	-0.1776	0.003335	0.6647	0.6099	-1.154	-0.2973	1.42	45380.0	29130.0	0.3553	1.0
theta_c_pr[1,47]	-0.04767	0.002325	0.3018	0.2834	-0.5547	-0.07702	0.6276	16940.0	24740.0	0.1326	1.0
theta_c_pr[1,48]	0.3708	0.002696	0.4138	0.3855	-0.3063	0.3225	1.327	23520.0	24550.0	0.1841	1.0
theta_c_pr[1,49]	-0.3876	0.004423	0.6874	0.6183	-1.296	-0.5503	1.29	26710.0	27990.0	0.2091	1.0
theta_c_pr[1,50]	-0.5032	0.004225	0.6783	0.572	-1.385	-0.6728	1.199	32010.0	27520.0	0.2506	1.0
theta_c_pr[1,51]	-0.9175	0.004481	0.6413	0.4253	-1.739	-1.093	0.809	24190.0	23180.0	0.1894	1.0
theta_c_pr[1,52]	-0.8289	0.003656	0.5472	0.3812	-1.557	-0.9587	0.6361	27620.0	21180.0	0.2162	1.0
theta_c_pr[1,53]	0.09267	0.002699	0.4043	0.3614	-0.5348	0.03301	1.05	23630.0	25470.0	0.185	1.0
theta_c_pr[1,54]	0.2152	0.002413	0.3385	0.3217	-0.3577	0.1832	0.9703	20380.0	22620.0	0.1596	1.0
theta_c_pr[1,55]	-0.4479	0.00503	0.6778	0.5694	-1.289	-0.6396	1.216	21270.0	22430.0	0.1665	1.0
theta_c_pr[1,56]	-0.8818	0.004651	0.6997	0.4889	-1.793	-1.084	0.9287	28860.0	26080.0	0.2259	1.0
theta_c_pr[1,57]	-0.1685	0.0033	0.5022	0.416	-0.8573	-0.2744	1.106	26880.0	22760.0	0.2105	1.0
theta_c_pr[1,58]	0.1425	0.002883	0.5095	0.4614	-0.6237	0.06039	1.366	35570.0	25970.0	0.2785	1.0
theta_c_pr[1,59]	-0.6355	0.002401	0.223	0.1882	-1.013	-0.6529	-0.1628	9125.0	15480.0	0.07143	1.001
theta_c_pr[1,60]	-0.4224	0.002226	0.2411	0.2144	-0.8295	-0.4429	0.1082	11220.0	19330.0	0.08785	1.0
theta_c_pr[1,61]	-0.07123	0.008306	0.6166	0.4975	-0.9203	-0.2058	1.513	6515.0	11300.0	0.051	1.0
theta_c_pr[1,62]	0.4817	0.002915	0.5046	0.471	-0.2977	0.4122	1.666	32270.0	26830.0	0.2526	1.0
theta_c_pr[1,63]	-0.4329	0.0036	0.5616	0.4451	-1.15	-0.5736	1.021	26900.0	26040.0	0.2106	1.0
theta_c_pr[1,64]	-0.2223	0.004006	0.6966	0.6685	-1.198	-0.3589	1.434	34150.0	28130.0	0.2673	1.0
theta_c_pr[1,65]	-0.4495	0.004497	0.6927	0.6137	-1.353	-0.6174	1.252	27740.0	26890.0	0.2171	1.0
theta_c_pr[1,66]	0.6143	0.002953	0.4552	0.4251	-0.1175	0.5597	1.667	25650.0	24240.0	0.2008	1.0
theta_c_pr[1,67]	-0.3578	0.004406	0.6449	0.5383	-1.174	-0.5262	1.263	26520.0	25440.0	0.2076	1.0
theta_c_pr[1,68]	-0.6333	0.004427	0.7129	0.5873	-1.567	-0.8182	1.131	31600.0	29550.0	0.2474	1.0
theta_c_pr[1,69]	0.7792	0.002831	0.548	0.5232	-0.1014	0.7116	2.02	40230.0	30370.0	0.315	1.0
theta_c_pr[1,70]	-0.2893	0.003483	0.505	0.3863	-0.9452	-0.4082	1.04	25740.0	21530.0	0.2015	1.0
theta_c_pr[1,71]	1.086	0.00289	0.5762	0.5589	0.1211	1.032	2.375	42100.0	29800.0	0.3296	1.0
theta_c_pr[1,72]	-0.9009	0.004721	0.6803	0.4578	-1.791	-1.099	0.8937	26870.0	22310.0	0.2104	1.0
theta_c_pr[1,73]	-0.9421	0.004773	0.6951	0.4554	-1.885	-1.139	0.8864	28630.0	22730.0	0.2241	1.0
theta_c_pr[1,74]	-0.7092	0.002448	0.2388	0.1943	-1.09	-0.7334	-0.1714	9398.0	16840.0	0.07357	1.0
theta_c_pr[1,75]	-1.206	0.004601	0.6161	0.3517	-2.084	-1.336	0.54	24280.0	16980.0	0.1901	1.0
theta_c_pr[1,76]	-0.698	0.004175	0.7019	0.5558	-1.702	-0.8588	1.053	35480.0	26330.0	0.2777	1.0
theta_c_pr[1,77]	-0.8973	0.004578	0.6489	0.4125	-1.74	-1.079	0.8361	26130.0	22990.0	0.2045	1.0
theta_c_pr[1,78]	-0.2232	0.004889	0.7135	0.6959	-1.207	-0.3599	1.469	23870.0	26870.0	0.1868	1.0
theta_c_pr[1,79]	-0.6326	0.004221	0.7413	0.6418	-1.683	-0.7936	1.186	36690.0	28520.0	0.2872	1.0
theta_c_pr[1,80]	-0.3336	0.005852	0.4982	0.3677	-0.9737	-0.4523	1.005	8407.0	11630.0	0.06581	1.0
theta_c_pr[1,81]	0.4463	0.003399	0.6333	0.6107	-0.5368	0.3634	1.916	37420.0	29230.0	0.293	1.0
theta_c_pr[1,82]	-0.5678	0.004319	0.597	0.4464	-1.302	-0.7282	1.011	22810.0	22350.0	0.1786	1.0
theta_c_pr[1,83]	1.027	0.003103	0.6484	0.6439	-0.06239	0.9695	2.449	46560.0	30520.0	0.3645	1.0
theta_c_pr[1,84]	0.9044	0.002701	0.5431	0.5281	0.00146	0.853	2.118	42920.0	28240.0	0.336	1.0
theta_c_pr[1,85]	1.332	0.004093	0.6338	0.6238	0.2603	1.274	2.724	24490.0	28270.0	0.1917	1.0
theta_c_pr[1,86]	1.99	0.002736	0.6402	0.6353	0.8377	1.957	3.339	55350.0	30140.0	0.4333	1.0
theta_c_pr[1,87]	0.9507	0.003037	0.6433	0.6398	-0.1306	0.8885	2.36	46590.0	30770.0	0.3647	1.0
theta_c_pr[1,88]	-1.22	0.003618	0.3364	0.2086	-1.667	-1.268	-0.3748	10770.0	9833.0	0.08432	1.0
theta_c_pr[1,89]	0.3371	0.01103	0.6516	0.5309	-0.5173	0.1676	1.974	3955.0	11880.0	0.03096	1.001
theta_c_pr[1,90]	0.2361	0.003247	0.6448	0.6251	-0.7371	0.1358	1.736	42210.0	30240.0	0.3304	1.0
theta_c_pr[1,91]	-0.4783	0.001992	0.1994	0.1915	-0.8497	-0.4866	-0.0637	10010.0	18750.0	0.07839	1.0
theta_c_pr[1,92]	-1.347	0.003866	0.3282	0.2287	-1.845	-1.374	-0.6106	9221.0	9259.0	0.07219	1.0
theta_c_pr[1,93]	0.7097	0.003053	0.6084	0.5973	-0.2728	0.6381	2.082	40940.0	30860.0	0.3205	1.0
theta_c_pr[1,94]	-0.0791	0.004527	0.5532	0.4638	-0.8204	-0.203	1.319	16850.0	22380.0	0.1319	1.0
theta_c_pr[1,95]	0.4203	0.002764	0.4538	0.4235	-0.3048	0.3618	1.478	28270.0	26060.0	0.2213	1.0
theta_c_pr[1,96]	0.1898	0.003596	0.6684	0.6548	-0.8175	0.08916	1.724	34920.0	31110.0	0.2733	1.0
theta_c_pr[1,97]	-0.2272	0.003855	0.6739	0.6256	-1.155	-0.3675	1.4	34430.0	28740.0	0.2696	1.0
theta_c_pr[1,98]	1.219	0.002857	0.6311	0.6217	0.1459	1.168	2.604	50250.0	31310.0	0.3934	1.0
theta_c_pr[1,99]	-0.5493	0.00434	0.6871	0.5794	-1.41	-0.7341	1.174	29850.0	27510.0	0.2337	1.0
theta_c_pr[1,100]	0.2716	0.005153	0.6349	0.5613	-0.6276	0.1461	1.846	18330.0	19650.0	0.1435	1.0
theta_c_pr[1,101]	0.0182	0.003509	0.6427	0.6027	-0.9226	-0.09428	1.54	39120.0	28030.0	0.3063	1.0
theta_c_pr[1,102]	-0.6347	0.003942	0.703	0.5921	-1.637	-0.791	1.093	40500.0	26120.0	0.317	1.0
theta_c_pr[1,103]	-0.5323	0.00542	0.496	0.3425	-1.152	-0.6501	0.8508	10640.0	11640.0	0.08331	1.0
theta_c_pr[1,104]	-0.4509	0.006637	0.554	0.3733	-1.12	-0.5942	1.106	9452.0	10640.0	0.074	1.0
theta_c_pr[1,105]	0.9697	0.003145	0.543	0.5236	0.07297	0.9143	2.181	30950.0	28330.0	0.2423	1.0
theta_c_pr[1,106]	-1.366	0.004773	0.736	0.5212	-2.517	-1.49	0.5675	29110.0	22000.0	0.2279	1.0
theta_c_pr[1,107]	-1.564	0.003679	0.462	0.3445	-2.442	-1.56	-0.6271	20660.0	13000.0	0.1617	1.0
theta_c_pr[1,108]	-0.8324	0.004284	0.7598	0.64	-1.981	-0.9883	1.018	37010.0	28560.0	0.2897	1.0
theta_c_pr[1,109]	0.3669	0.003262	0.5971	0.5681	-0.5547	0.2808	1.746	40790.0	26800.0	0.3193	1.0
theta_c_pr[1,110]	0.2682	0.003728	0.6806	0.671	-0.7806	0.1731	1.82	34610.0	30630.0	0.2709	1.0
theta_c_pr[1,111]	-0.4817	0.003645	0.75	0.6968	-1.623	-0.6089	1.268	47560.0	30440.0	0.3723	1.0
theta_c_pr[1,112]	1.189	0.002888	0.615	0.6139	0.1525	1.132	2.538	46550.0	30870.0	0.3644	1.0
theta_c_pr[1,113]	-0.4526	0.003361	0.4807	0.3603	-1.073	-0.5685	0.813	20650.0	22730.0	0.1617	1.0
theta_c_pr[1,114]	1.568	0.00298	0.6188	0.6098	0.4877	1.525	2.903	44750.0	30070.0	0.3503	1.0
theta_c_pr[1,115]	-0.1796	0.003981	0.669	0.629	-1.097	-0.3123	1.432	29270.0	25860.0	0.2292	1.0
theta_c_pr[1,116]	1.856	0.002788	0.6332	0.6326	0.7353	1.817	3.21	53160.0	30510.0	0.4161	1.0
theta_c_pr[1,117]	0.204	0.003317	0.619	0.5881	-0.7222	0.1069	1.658	40070.0	28500.0	0.3137	1.0
theta_c_pr[1,118]	0.05024	0.003266	0.6145	0.5767	-0.8312	-0.06399	1.507	39670.0	28700.0	0.3105	1.0
theta_c_pr[1,119]	-0.7514	0.004181	0.806	0.719	-2.064	-0.8754	1.113	40940.0	30130.0	0.3205	1.0
theta_c_pr[1,120]	0.5222	0.002806	0.4655	0.4264	-0.2174	0.4626	1.6	29920.0	24720.0	0.2343	1.0
theta_c_pr[1,121]	-0.6607	0.004954	0.6118	0.4029	-1.356	-0.8608	0.9903	17690.0	21160.0	0.1385	1.0
theta_c_pr[1,122]	0.08562	0.002319	0.3072	0.2949	-0.4471	0.06076	0.7603	17640.0	23960.0	0.1381	1.0
theta_c_pr[1,123]	-0.1261	0.002969	0.4381	0.3674	-0.7526	-0.2067	0.9749	24510.0	22290.0	0.1919	1.0
theta_c_pr[1,124]	0.7732	0.002853	0.4959	0.471	-0.0371	0.7174	1.914	31900.0	27040.0	0.2497	1.0
theta_c_pr[1,125]	-0.5058	0.002036	0.1941	0.1915	-0.874	-0.5114	-0.1114	9064.0	17740.0	0.07096	1.0
theta_c_pr[1,126]	-0.5239	0.003273	0.3601	0.262	-1.014	-0.5898	0.4157	13940.0	13730.0	0.1091	1.0
theta_c_pr[1,127]	0.6227	0.002843	0.5622	0.5382	-0.2635	0.5494	1.924	41000.0	29920.0	0.321	1.0
theta_c_pr[1,128]	1.284	0.002923	0.57	0.5621	0.3046	1.236	2.53	38920.0	29530.0	0.3047	1.0
theta_c_pr[1,129]	0.815	0.003038	0.59	0.5685	-0.1331	0.7404	2.159	39670.0	29560.0	0.3106	1.0
theta_c_pr[1,130]	0.2766	0.01271	0.7279	0.569	-0.6574	0.06689	2.087	3978.0	9679.0	0.03114	1.001
theta_c_pr[1,131]	-1.374	0.004557	0.5935	0.3297	-2.278	-1.464	0.3334	20720.0	15440.0	0.1622	1.0
theta_c_pr[1,132]	-1.492	0.004208	0.4605	0.2688	-2.252	-1.52	-0.2319	13880.0	9349.0	0.1087	1.001
theta_c_pr[1,133]	0.7647	0.002969	0.5341	0.5009	-0.08818	0.6937	2.006	35530.0	26680.0	0.2782	1.0
theta_c_pr[1,134]	-0.5524	0.00468	0.7034	0.5999	-1.453	-0.7352	1.201	28380.0	26250.0	0.2222	1.0
theta_c_pr[1,135]	0.6967	0.005063	0.5241	0.4514	-0.09291	0.6149	2.011	14770.0	10710.0	0.1157	1.0
theta_c_pr[1,136]	0.684	0.003188	0.5303	0.5031	-0.1665	0.617	1.906	29200.0	27330.0	0.2286	1.0
theta_c_pr[1,137]	1.509	0.002845	0.582	0.5772	0.4785	1.474	2.745	42170.0	30120.0	0.3301	1.0
theta_c_pr[1,138]	0.2818	0.002982	0.5722	0.5378	-0.5821	0.1944	1.632	39810.0	30230.0	0.3116	1.0
theta_c_pr[1,139]	0.3581	0.003801	0.6469	0.6254	-0.6311	0.2642	1.838	30280.0	29130.0	0.2371	1.0
theta_c_pr[1,140]	0.3575	0.002992	0.548	0.5099	-0.4645	0.2682	1.65	36970.0	28520.0	0.2894	1.0
theta_c_pr[1,141]	-0.3076	0.002842	0.3456	0.2813	-0.8137	-0.3606	0.534	15270.0	19090.0	0.1195	1.0
theta_c_pr[1,142]	0.5916	0.003186	0.6036	0.5821	-0.3517	0.5109	1.975	37610.0	31120.0	0.2944	1.0
theta_c_pr[1,143]	0.2717	0.002881	0.4983	0.4611	-0.4989	0.1993	1.445	32690.0	27150.0	0.2559	1.0
theta_c_pr[1,144]	-0.4903	0.003521	0.5798	0.4662	-1.269	-0.623	1.02	30440.0	25350.0	0.2383	1.0
theta_c_pr[1,145]	0.7604	0.002979	0.6034	0.5903	-0.2075	0.6862	2.131	43750.0	29630.0	0.3425	1.0
theta_c_pr[1,146]	-0.8606	0.002835	0.2588	0.193	-1.252	-0.8923	-0.247	7949.0	13080.0	0.06223	1.0
theta_c_pr[1,147]	-0.4766	0.004059	0.6554	0.5603	-1.386	-0.6222	1.147	26200.0	29170.0	0.2051	1.0
theta_c_pr[1,148]	0.6992	0.003225	0.5617	0.5402	-0.2009	0.6307	1.986	31730.0	27850.0	0.2484	1.0
theta_c_pr[1,149]	0.5149	0.003215	0.6421	0.6265	-0.5055	0.4327	1.973	41950.0	30600.0	0.3284	1.0
theta_c_pr[1,150]	0.7467	0.01135	0.6944	0.5752	-0.1903	0.5783	2.472	4549.0	10420.0	0.03561	1.001
theta_c_pr[1,151]	0.5808	0.002929	0.5569	0.5349	-0.2896	0.51	1.863	38210.0	28090.0	0.2991	1.0
theta_c_pr[1,152]	-0.08741	0.003635	0.6096	0.5452	-0.9188	-0.2179	1.389	34030.0	26590.0	0.2664	1.0
theta_c_pr[1,153]	-1.256	0.004895	0.6151	0.3216	-2.085	-1.392	0.5383	21120.0	15250.0	0.1653	1.001
theta_c_pr[1,154]	-0.4417	0.005279	0.6965	0.6072	-1.316	-0.6289	1.281	19570.0	25150.0	0.1532	1.0
theta_c_pr[1,155]	-0.6897	0.004463	0.7011	0.5559	-1.626	-0.8746	1.059	30440.0	26180.0	0.2383	1.0
theta_c_pr[2,1]	1.686	0.002915	0.6611	0.6566	0.5152	1.644	3.092	52840.0	30180.0	0.4137	1.0
theta_c_pr[2,2]	-1.016	0.001877	0.1794	0.1768	-1.372	-1.013	-0.671	9158.0	18950.0	0.07169	1.0
theta_c_pr[2,3]	0.9432	0.002929	0.6436	0.6401	-0.1416	0.8844	2.357	50270.0	31000.0	0.3936	1.0
theta_c_pr[2,4]	-0.3115	0.004037	0.6227	0.548	-1.165	-0.4479	1.212	24730.0	27520.0	0.1936	1.0
theta_c_pr[2,5]	0.619	0.01611	0.9692	0.9216	-0.6728	0.341	2.786	4110.0	18430.0	0.03218	1.001
theta_c_pr[2,6]	-0.1558	0.003401	0.5894	0.5145	-0.9902	-0.2726	1.313	32920.0	27540.0	0.2577	1.0
theta_c_pr[2,7]	1.489	0.002712	0.5641	0.5564	0.4947	1.449	2.701	44530.0	31930.0	0.3486	1.0
theta_c_pr[2,8]	-0.6848	0.001775	0.2012	0.196	-1.072	-0.6881	-0.279	12860.0	22130.0	0.1007	1.0
theta_c_pr[2,9]	0.1567	0.003443	0.6514	0.6247	-0.8259	0.0572	1.671	38630.0	28710.0	0.3024	1.0
theta_c_pr[2,10]	-0.07765	0.003726	0.7278	0.7303	-1.175	-0.1851	1.579	37710.0	30830.0	0.2952	1.0
theta_c_pr[2,11]	0.3245	0.003317	0.6728	0.666	-0.7239	0.2353	1.848	42530.0	29940.0	0.3329	1.0
theta_c_pr[2,12]	1.561	0.002856	0.6685	0.6687	0.3825	1.521	2.986	56560.0	30950.0	0.4428	1.0
theta_c_pr[2,13]	-0.7249	0.004761	0.6829	0.4885	-1.527	-0.942	1.073	21370.0	26620.0	0.1673	1.0
theta_c_pr[2,14]	-0.7574	0.004478	0.9074	0.8789	-2.146	-0.9177	1.295	44010.0	31110.0	0.3445	1.0
theta_c_pr[2,15]	0.1383	0.003727	0.6725	0.6519	-0.8472	0.02307	1.719	33760.0	29210.0	0.2643	1.0
theta_c_pr[2,16]	-0.441	0.004713	0.7514	0.7059	-1.42	-0.6168	1.352	23370.0	25000.0	0.183	1.0
theta_c_pr[2,17]	0.1277	0.003371	0.5054	0.4278	-0.6199	0.04537	1.39	26620.0	18950.0	0.2084	1.0
theta_c_pr[2,18]	-0.463	0.003063	0.4482	0.3771	-1.112	-0.5448	0.6522	23880.0	21050.0	0.187	1.0
theta_c_pr[2,19]	-0.04991	0.003754	0.7792	0.7968	-1.268	-0.1458	1.69	41610.0	27410.0	0.3257	1.0
theta_c_pr[2,20]	1.249	0.003013	0.6179	0.6179	0.1821	1.203	2.591	43560.0	27420.0	0.341	1.0
theta_c_pr[2,21]	-0.1177	0.00355	0.6145	0.5538	-0.9894	-0.2348	1.374	32990.0	29020.0	0.2582	1.0
theta_c_pr[2,22]	-1.38	0.003272	0.2082	0.172	-1.751	-1.38	-1.042	5701.0	8371.0	0.04463	1.0
theta_c_pr[2,23]	0.3205	0.002708	0.4318	0.4014	-0.3842	0.2726	1.311	27020.0	25540.0	0.2115	1.0
theta_c_pr[2,24]	1.064	0.003799	0.7	0.7028	-0.1243	1.005	2.583	35050.0	29400.0	0.2744	1.0
theta_c_pr[2,25]	0.621	0.002552	0.4209	0.4162	-0.1232	0.5907	1.515	27570.0	29080.0	0.2158	1.0
theta_c_pr[2,26]	1.491	0.002803	0.6373	0.6391	0.366	1.453	2.844	53180.0	30800.0	0.4163	1.0
theta_c_pr[2,27]	0.1493	0.002953	0.5227	0.4846	-0.6653	0.07377	1.372	33840.0	27490.0	0.2649	1.0
theta_c_pr[2,28]	-0.373	0.006411	0.6729	0.5206	-1.228	-0.5539	1.372	12960.0	22220.0	0.1015	1.001
theta_c_pr[2,29]	-0.2483	0.003817	0.6452	0.5731	-1.128	-0.3876	1.332	30710.0	28420.0	0.2404	1.0
theta_c_pr[2,30]	0.3033	0.003585	0.7063	0.7027	-0.8121	0.2154	1.9	38820.0	31340.0	0.3039	1.0
theta_c_pr[2,31]	1.741	0.002909	0.6662	0.6652	0.5471	1.704	3.132	53360.0	31830.0	0.4177	1.0
theta_c_pr[2,32]	-0.549	0.005293	0.8095	0.8006	-1.617	-0.7207	1.372	22600.0	24020.0	0.1769	1.0
theta_c_pr[2,33]	-0.5293	0.004301	0.7136	0.613	-1.449	-0.7123	1.249	28240.0	27260.0	0.2211	1.0
theta_c_pr[2,34]	-0.6457	0.004464	0.8984	0.8653	-2.043	-0.8	1.4	42140.0	32200.0	0.3299	1.0
theta_c_pr[2,35]	0.262	0.003562	0.6748	0.6569	-0.761	0.1567	1.812	35890.0	31730.0	0.2809	1.0
theta_c_pr[2,36]	0.849	0.002973	0.582	0.5669	-0.1219	0.7889	2.14	40300.0	28900.0	0.3155	1.0
theta_c_pr[2,37]	-0.294	0.004315	0.7834	0.7765	-1.424	-0.431	1.522	34360.0	31190.0	0.269	1.0
theta_c_pr[2,38]	2.146	0.002715	0.6556	0.6561	0.9535	2.114	3.509	59910.0	31590.0	0.469	1.0
theta_c_pr[2,39]	1.396	0.002841	0.6239	0.6202	0.3156	1.348	2.747	49340.0	32050.0	0.3863	1.0
theta_c_pr[2,40]	-0.5747	0.004511	0.8276	0.8079	-1.742	-0.736	1.331	36000.0	31370.0	0.2818	1.0
theta_c_pr[2,41]	-0.873	0.001993	0.2087	0.1914	-1.26	-0.8793	-0.4479	10810.0	19470.0	0.08461	1.0
