	Mean	MCSE	StdDev	MAD	2.5%	50%	97.5%	ESS_bulk	ESS_tail	ESS_bulk/s	R_hat
lp__	-30600.0	0.4527	36.6	36.82	-30680.0	-30600.0	-30530.0	6557.0	15020.0	0.05563	1.0
theta_mu[1,1]	1.13	0.001606	0.09924	0.09873	0.9432	1.127	1.331	3847.0	9354.0	0.03264	1.001
theta_mu[1,2]	1.174	0.001739	0.1054	0.1052	0.9764	1.171	1.388	3671.0	8590.0	0.03115	1.001
theta_mu[2,1]	0.2772	0.0004673	0.0219	0.02174	0.234	0.2773	0.3202	2200.0	4974.0	0.01867	1.001
theta_mu[2,2]	0.232	0.0004798	0.02197	0.02203	0.1887	0.2321	0.2748	2110.0	4764.0	0.01791	1.001
theta_mu[3,1]	-0.03177	0.0004045	0.01931	0.0192	-0.06952	-0.03181	0.006042	2277.0	4605.0	0.01932	1.001
theta_mu[3,2]	-0.01382	0.0003909	0.01904	0.01886	-0.05106	-0.01396	0.02393	2372.0	4995.0	0.02013	1.001
theta_mu[4,1]	-1.204	0.001127	0.07695	0.07656	-1.357	-1.204	-1.055	4677.0	9733.0	0.03968	1.001
theta_mu[4,2]	-1.2	0.001346	0.08222	0.08163	-1.363	-1.199	-1.04	3730.0	7465.0	0.03165	1.001
theta_c_pr[1,1]	1.948	0.003222	0.6275	0.626	0.8434	1.91	3.283	38530.0	30800.0	0.3269	1.0
theta_c_pr[1,2]	-0.9416	0.0021	0.1343	0.1337	-1.211	-0.9396	-0.6844	4128.0	10610.0	0.03502	1.001
theta_c_pr[1,3]	0.6326	0.003462	0.5319	0.498	-0.1836	0.5518	1.891	24470.0	26260.0	0.2076	1.0
theta_c_pr[1,4]	-0.7357	0.003239	0.3072	0.2267	-1.162	-0.7919	0.04872	8006.0	14230.0	0.06793	1.001
theta_c_pr[1,5]	1.435	0.01558	0.9793	1.038	-0.3272	1.516	3.242	4290.0	10190.0	0.0364	1.001
theta_c_pr[1,6]	-0.3932	0.002568	0.2958	0.2464	-0.8394	-0.4384	0.3241	13130.0	17740.0	0.1114	1.0
theta_c_pr[1,7]	1.412	0.003261	0.5059	0.494	0.5569	1.364	2.535	24820.0	27380.0	0.2106	1.0
theta_c_pr[1,8]	-0.2849	0.002059	0.1915	0.1853	-0.6335	-0.2946	0.1197	8537.0	18300.0	0.07243	1.0
theta_c_pr[1,9]	-0.1483	0.003227	0.4086	0.35	-0.7384	-0.2199	0.8663	16570.0	19610.0	0.1406	1.0
theta_c_pr[1,10]	-0.9118	0.003756	0.3443	0.2042	-1.324	-0.9837	0.07369	7875.0	11100.0	0.06681	1.0
theta_c_pr[1,11]	0.3707	0.003428	0.5575	0.5265	-0.4699	0.281	1.68	27850.0	26260.0	0.2363	1.0
theta_c_pr[1,12]	1.35	0.003524	0.5965	0.5912	0.3509	1.295	2.664	29310.0	28530.0	0.2486	1.0
theta_c_pr[1,13]	-0.9145	0.004335	0.3813	0.2157	-1.348	-0.9989	0.1772	8026.0	9773.0	0.06809	1.001
theta_c_pr[1,14]	-0.7662	0.005048	0.8114	0.6693	-1.935	-0.9705	1.191	29790.0	26880.0	0.2528	1.0
theta_c_pr[1,15]	0.3018	0.003525	0.5351	0.4873	-0.4726	0.2069	1.589	23790.0	26270.0	0.2018	1.0
theta_c_pr[1,16]	-0.868	0.004252	0.3426	0.1957	-1.272	-0.937	0.1145	6832.0	8367.0	0.05797	1.0
theta_c_pr[1,17]	0.2202	0.00581	0.4263	0.314	-0.3528	0.1418	1.387	8190.0	5017.0	0.06949	1.001
theta_c_pr[1,18]	-0.5939	0.003388	0.3537	0.2684	-1.07	-0.6609	0.3113	11880.0	14180.0	0.1008	1.0
theta_c_pr[1,19]	0.01616	0.004167	0.7187	0.7117	-1.044	-0.09463	1.662	28990.0	26970.0	0.246	1.0
theta_c_pr[1,20]	1.961	0.00309	0.613	0.6084	0.8872	1.917	3.277	39860.0	31480.0	0.3382	1.0
theta_c_pr[1,21]	-0.7379	0.002439	0.2094	0.1785	-1.078	-0.7588	-0.265	6988.0	13830.0	0.05929	1.001
theta_c_pr[1,22]	-1.229	0.003937	0.1947	0.1448	-1.535	-1.237	-0.928	3352.0	4530.0	0.02844	1.003
theta_c_pr[1,23]	0.2927	0.002552	0.2681	0.2609	-0.1758	0.2724	0.8751	10900.0	21270.0	0.0925	1.0
theta_c_pr[1,24]	0.54	0.005412	0.6646	0.6676	-0.4567	0.4418	2.052	14650.0	26980.0	0.1243	1.0
theta_c_pr[1,25]	0.7737	0.002687	0.3994	0.3816	0.1062	0.7352	1.661	22990.0	25340.0	0.1951	1.0
theta_c_pr[1,26]	1.725	0.003187	0.6151	0.6096	0.6478	1.677	3.056	38180.0	29880.0	0.3239	1.0
theta_c_pr[1,27]	0.8093	0.003373	0.551	0.5249	-0.07394	0.7407	2.071	27220.0	27380.0	0.231	1.0
theta_c_pr[1,28]	-0.3315	0.005111	0.6781	0.5827	-1.179	-0.5125	1.359	17590.0	22910.0	0.1492	1.0
theta_c_pr[1,29]	-0.6752	0.002721	0.2612	0.2076	-1.069	-0.7123	-0.04435	9265.0	14920.0	0.07861	1.0
theta_c_pr[1,30]	-0.5112	0.003442	0.4007	0.2912	-1.03	-0.6026	0.5687	13640.0	16590.0	0.1157	1.0
theta_c_pr[1,31]	2.244	0.00326	0.6202	0.6224	1.123	2.212	3.54	36860.0	31510.0	0.3127	1.0
theta_c_pr[1,32]	-0.7491	0.00619	0.7007	0.4471	-1.51	-1.001	1.124	13250.0	19060.0	0.1124	1.0
theta_c_pr[1,33]	-0.5825	0.004901	0.628	0.4555	-1.319	-0.7769	1.078	16960.0	21850.0	0.1439	1.0
theta_c_pr[1,34]	-0.5802	0.0047	0.7615	0.658	-1.61	-0.7695	1.259	28900.0	28380.0	0.2452	1.0
theta_c_pr[1,35]	-0.6551	0.002217	0.2024	0.1815	-1.002	-0.6724	-0.2097	7946.0	15280.0	0.06742	1.0
theta_c_pr[1,36]	0.8182	0.003717	0.3944	0.383	0.1418	0.7854	1.685	10670.0	21640.0	0.09052	1.0
theta_c_pr[1,37]	-0.4882	0.005364	0.7122	0.597	-1.35	-0.6921	1.291	17140.0	19530.0	0.1454	1.0
theta_c_pr[1,38]	2.727	0.003193	0.6277	0.6283	1.59	2.697	4.027	39010.0	30090.0	0.331	1.0
theta_c_pr[1,39]	1.945	0.003196	0.5896	0.5847	0.9154	1.903	3.213	34600.0	29740.0	0.2936	1.0
theta_c_pr[1,40]	-0.6422	0.005069	0.7699	0.6411	-1.643	-0.8563	1.239	25240.0	26360.0	0.2142	1.0
theta_c_pr[1,41]	-0.8317	0.002193	0.1659	0.1565	-1.142	-0.836	-0.4952	5631.0	13030.0	0.04778	1.001
theta_c_pr[1,42]	0.08751	0.004873	0.7108	0.6984	-0.9128	-0.04636	1.75	20910.0	28480.0	0.1774	1.0
theta_c_pr[1,43]	0.5985	0.003619	0.5893	0.5601	-0.309	0.5132	1.961	27760.0	26840.0	0.2355	1.0
theta_c_pr[1,44]	-0.5185	0.004652	0.7851	0.7301	-1.613	-0.6863	1.345	31730.0	28200.0	0.2692	1.0
theta_c_pr[1,45]	0.4311	0.003812	0.5769	0.5482	-0.434	0.3446	1.782	23950.0	26350.0	0.2032	1.0
theta_c_pr[1,46]	0.1044	0.00424	0.7245	0.7202	-0.9996	0.004846	1.761	28840.0	28660.0	0.2447	1.0
theta_c_pr[1,47]	0.1328	0.002473	0.2689	0.258	-0.3293	0.109	0.7195	11600.0	22370.0	0.09839	1.0
theta_c_pr[1,48]	-0.198	0.002214	0.2157	0.208	-0.5782	-0.2119	0.2638	9411.0	16980.0	0.07985	1.0
theta_c_pr[1,49]	-0.6395	0.005601	0.7151	0.533	-1.462	-0.8713	1.187	16640.0	21130.0	0.1412	1.0
theta_c_pr[1,50]	-0.3592	0.005238	0.7659	0.7242	-1.361	-0.5344	1.46	20500.0	24170.0	0.1739	1.0
theta_c_pr[1,51]	-0.8029	0.005045	0.7562	0.5647	-1.796	-1.026	1.096	24640.0	27040.0	0.2091	1.0
theta_c_pr[1,52]	-0.8155	0.006287	0.6812	0.3994	-1.545	-1.066	1.023	12750.0	19020.0	0.1082	1.0
theta_c_pr[1,53]	0.1859	0.002994	0.4209	0.3707	-0.4454	0.1178	1.217	19580.0	22600.0	0.1661	1.0
theta_c_pr[1,54]	0.4932	0.003214	0.3554	0.3381	-0.09844	0.4557	1.29	12060.0	22660.0	0.1023	1.0
theta_c_pr[1,55]	-0.9722	0.004006	0.3522	0.2028	-1.387	-1.044	0.03754	7619.0	9783.0	0.06465	1.0
theta_c_pr[1,56]	-0.6955	0.004861	0.8026	0.6941	-1.83	-0.8931	1.205	30520.0	28110.0	0.259	1.0
theta_c_pr[1,57]	-0.266	0.003436	0.4224	0.3348	-0.8399	-0.3547	0.8084	16290.0	19440.0	0.1382	1.0
theta_c_pr[1,58]	0.1576	0.002913	0.4028	0.375	-0.4691	0.1032	1.092	19300.0	24470.0	0.1637	1.0
theta_c_pr[1,59]	-0.5301	0.002602	0.2403	0.1978	-0.9007	-0.5607	0.03729	8693.0	14690.0	0.07376	1.0
theta_c_pr[1,60]	-0.2559	0.002213	0.2176	0.2043	-0.633	-0.2727	0.2232	9546.0	16830.0	0.08099	1.0
theta_c_pr[1,61]	0.3634	0.01438	0.8894	0.9687	-0.8508	0.1919	2.308	4313.0	24880.0	0.03659	1.001
theta_c_pr[1,62]	0.785	0.003477	0.6121	0.6006	-0.1962	0.7156	2.177	32800.0	27070.0	0.2783	1.0
theta_c_pr[1,63]	-0.4368	0.004856	0.6893	0.5878	-1.29	-0.6269	1.294	20180.0	24540.0	0.1712	1.0
theta_c_pr[1,64]	-0.2293	0.004401	0.7395	0.7237	-1.286	-0.3584	1.509	29310.0	28090.0	0.2487	1.0
theta_c_pr[1,65]	-0.4173	0.005189	0.7549	0.7195	-1.41	-0.5875	1.375	20960.0	23610.0	0.1779	1.0
theta_c_pr[1,66]	0.7237	0.005042	0.525	0.4993	-0.07665	0.6393	1.933	11860.0	22600.0	0.1006	1.001
theta_c_pr[1,67]	-0.5259	0.004716	0.6265	0.4731	-1.265	-0.7126	1.095	18540.0	23320.0	0.1573	1.0
theta_c_pr[1,68]	-0.4169	0.004896	0.7575	0.7221	-1.429	-0.5823	1.378	25380.0	27890.0	0.2153	1.0
theta_c_pr[1,69]	1.761	0.003257	0.6037	0.6014	0.7104	1.715	3.054	35200.0	28660.0	0.2987	1.0
theta_c_pr[1,70]	0.13	0.00403	0.6573	0.6273	-0.8219	0.01619	1.677	27820.0	28440.0	0.236	1.0
theta_c_pr[1,71]	0.5297	0.003192	0.4841	0.463	-0.2311	0.4663	1.65	24060.0	25070.0	0.2041	1.0
theta_c_pr[1,72]	-0.9251	0.006417	0.7166	0.4289	-1.768	-1.163	1.013	14680.0	19440.0	0.1245	1.0
theta_c_pr[1,73]	-0.9926	0.005389	0.7901	0.5521	-2.115	-1.214	1.024	24920.0	26600.0	0.2114	1.0
theta_c_pr[1,74]	-0.9359	0.002511	0.1926	0.1614	-1.258	-0.9495	-0.5311	5753.0	11690.0	0.04881	1.0
theta_c_pr[1,75]	-1.079	0.00613	0.6369	0.3197	-1.822	-1.265	0.758	12550.0	16060.0	0.1065	1.0
theta_c_pr[1,76]	-0.7124	0.004847	0.8158	0.6835	-1.895	-0.9128	1.254	31790.0	28770.0	0.2697	1.0
theta_c_pr[1,77]	-0.7769	0.005388	0.748	0.5344	-1.704	-1.013	1.133	21700.0	26360.0	0.1842	1.0
theta_c_pr[1,78]	-0.2233	0.004991	0.7355	0.7197	-1.235	-0.3694	1.5	20290.0	22120.0	0.1721	1.0
theta_c_pr[1,79]	-0.8307	0.005546	0.7798	0.569	-1.83	-1.076	1.125	22740.0	26790.0	0.1929	1.0
theta_c_pr[1,80]	0.4265	0.006969	0.7176	0.7477	-0.6186	0.3182	2.045	10260.0	24640.0	0.08709	1.0
theta_c_pr[1,81]	0.7565	0.004095	0.6934	0.7001	-0.3864	0.6863	2.272	27670.0	28880.0	0.2348	1.0
theta_c_pr[1,82]	-0.5198	0.005395	0.6836	0.5114	-1.321	-0.7291	1.268	16520.0	23670.0	0.1402	1.0
theta_c_pr[1,83]	1.325	0.003422	0.6474	0.6483	0.2025	1.279	2.712	35940.0	29080.0	0.3049	1.0
theta_c_pr[1,84]	0.4182	0.003494	0.5514	0.5205	-0.4185	0.3343	1.713	26560.0	25690.0	0.2253	1.0
theta_c_pr[1,85]	1.298	0.003127	0.5715	0.559	0.3259	1.243	2.554	34420.0	27460.0	0.292	1.0
theta_c_pr[1,86]	1.871	0.003225	0.5354	0.5311	0.9297	1.836	3.004	27930.0	28970.0	0.237	1.0
theta_c_pr[1,87]	1.255	0.003411	0.6168	0.6076	0.2201	1.198	2.62	33090.0	29400.0	0.2808	1.0
theta_c_pr[1,88]	-0.627	0.005575	0.6732	0.4746	-1.386	-0.8517	1.153	14380.0	17150.0	0.122	1.0
theta_c_pr[1,89]	0.5159	0.004249	0.5094	0.5064	-0.3099	0.4604	1.654	13610.0	24500.0	0.1155	1.0
theta_c_pr[1,90]	-0.04135	0.004062	0.6621	0.623	-0.9737	-0.1666	1.531	27060.0	26340.0	0.2296	1.0
theta_c_pr[1,91]	-0.6919	0.002207	0.1902	0.1768	-1.032	-0.7033	-0.2782	7185.0	14370.0	0.06096	1.001
theta_c_pr[1,92]	-0.8141	0.005692	0.708	0.4618	-1.638	-1.054	1.058	16590.0	22330.0	0.1408	1.0
theta_c_pr[1,93]	0.5289	0.003655	0.5997	0.5788	-0.3896	0.4404	1.915	27620.0	28510.0	0.2344	1.0
theta_c_pr[1,94]	-0.4093	0.003651	0.4414	0.3325	-0.9744	-0.511	0.7781	14910.0	17820.0	0.1265	1.0
theta_c_pr[1,95]	0.3702	0.002704	0.3445	0.33	-0.2068	0.3382	1.134	16050.0	23970.0	0.1361	1.0
theta_c_pr[1,96]	0.1669	0.004511	0.7036	0.6958	-0.91	0.07557	1.762	20540.0	16690.0	0.1742	1.0
theta_c_pr[1,97]	-0.2136	0.004574	0.749	0.7472	-1.281	-0.3383	1.507	25920.0	25400.0	0.2199	1.0
theta_c_pr[1,98]	0.3622	0.003373	0.4216	0.382	-0.277	0.2996	1.376	15030.0	22750.0	0.1275	1.0
theta_c_pr[1,99]	-0.4804	0.005206	0.7555	0.6902	-1.43	-0.6732	1.358	21250.0	22230.0	0.1803	1.0
theta_c_pr[1,100]	0.05497	0.01091	0.7119	0.4583	-0.7459	-0.1797	1.966	6188.0	10050.0	0.05251	1.001
theta_c_pr[1,101]	0.2759	0.003973	0.6773	0.6637	-0.7482	0.1738	1.837	29700.0	27760.0	0.2519	1.0
theta_c_pr[1,102]	-0.611	0.004722	0.7873	0.6896	-1.72	-0.7896	1.29	30880.0	27340.0	0.262	1.0
theta_c_pr[1,103]	-0.1229	0.007652	0.7049	0.6056	-1.005	-0.3199	1.609	9076.0	21830.0	0.07701	1.001
theta_c_pr[1,104]	-0.06299	0.006014	0.7556	0.7383	-1.079	-0.221	1.726	15120.0	24240.0	0.1283	1.0
theta_c_pr[1,105]	0.4236	0.002711	0.324	0.3085	-0.1201	0.3916	1.145	13900.0	23490.0	0.1179	1.0
theta_c_pr[1,106]	-1.112	0.002282	0.1428	0.1409	-1.398	-1.11	-0.8399	3955.0	9932.0	0.03355	1.001
theta_c_pr[1,107]	-1.365	0.006054	0.4716	0.2239	-1.966	-1.44	0.1153	6786.0	6872.0	0.05758	1.001
theta_c_pr[1,108]	-0.6412	0.004776	0.8196	0.7464	-1.816	-0.8201	1.299	32620.0	29180.0	0.2768	1.0
theta_c_pr[1,109]	0.2843	0.00409	0.6085	0.5662	-0.5979	0.1775	1.757	22600.0	25910.0	0.1918	1.0
theta_c_pr[1,110]	0.1184	0.004356	0.6851	0.6689	-0.8947	0.01194	1.712	24600.0	28430.0	0.2087	1.0
theta_c_pr[1,111]	-1.044	0.002526	0.163	0.1534	-1.351	-1.047	-0.7193	4219.0	10330.0	0.0358	1.001
theta_c_pr[1,112]	0.2793	0.002716	0.3608	0.3309	-0.2901	0.2332	1.118	17750.0	21670.0	0.1506	1.0
theta_c_pr[1,113]	-0.6424	0.004576	0.5321	0.3377	-1.243	-0.8007	0.8498	14540.0	18040.0	0.1234	1.0
theta_c_pr[1,114]	0.9672	0.003836	0.3987	0.3895	0.2684	0.9361	1.825	10480.0	23380.0	0.08896	1.0
theta_c_pr[1,115]	0.01305	0.005091	0.6836	0.6254	-0.8848	-0.1505	1.66	17800.0	25090.0	0.151	1.0
theta_c_pr[1,116]	1.761	0.003464	0.6171	0.6132	0.7072	1.705	3.105	32790.0	31230.0	0.2782	1.0
theta_c_pr[1,117]	0.1018	0.004145	0.6594	0.6353	-0.8468	-0.01169	1.658	24650.0	27690.0	0.2091	1.0
theta_c_pr[1,118]	-0.1525	0.003834	0.5417	0.4486	-0.8665	-0.2762	1.216	21710.0	22900.0	0.1842	1.0
theta_c_pr[1,119]	-0.9935	0.002587	0.1786	0.1625	-1.314	-1.003	-0.6046	4761.0	11900.0	0.0404	1.001
theta_c_pr[1,120]	0.06915	0.003501	0.3867	0.3175	-0.4896	0.005769	1.057	12580.0	15000.0	0.1067	1.0
theta_c_pr[1,121]	-0.3919	0.005052	0.7501	0.7114	-1.373	-0.5568	1.398	21410.0	24880.0	0.1817	1.0
theta_c_pr[1,122]	0.1232	0.00243	0.2859	0.264	-0.3515	0.09333	0.7707	13370.0	21480.0	0.1134	1.0
theta_c_pr[1,123]	-0.2991	0.002625	0.2982	0.2656	-0.7673	-0.3396	0.3991	12690.0	19990.0	0.1077	1.0
theta_c_pr[1,124]	1.059	0.00346	0.5452	0.5267	0.1622	0.999	2.294	25350.0	26640.0	0.2151	1.0
theta_c_pr[1,125]	-0.8949	0.002109	0.1522	0.148	-1.187	-0.8969	-0.589	5208.0	11770.0	0.04419	1.001
theta_c_pr[1,126]	-0.5031	0.002339	0.2274	0.2003	-0.8776	-0.5275	0.01189	9180.0	17300.0	0.07789	1.0
theta_c_pr[1,127]	-0.2362	0.002135	0.2138	0.2065	-0.6137	-0.2506	0.2252	9762.0	19740.0	0.08282	1.0
theta_c_pr[1,128]	0.4121	0.003099	0.452	0.4216	-0.295	0.3483	1.468	21710.0	26150.0	0.1842	1.0
theta_c_pr[1,129]	1.277	0.00319	0.6016	0.5876	0.2576	1.221	2.599	36380.0	29830.0	0.3087	1.0
theta_c_pr[1,130]	0.8211	0.01088	0.8271	0.9379	-0.4782	0.7731	2.527	6008.0	21030.0	0.05098	1.001
theta_c_pr[1,131]	-1.174	0.006108	0.7153	0.3942	-2.164	-1.355	0.7968	16540.0	18230.0	0.1404	1.0
theta_c_pr[1,132]	-0.7609	0.00499	0.8046	0.6514	-1.892	-0.9742	1.182	29900.0	27850.0	0.2537	1.0
theta_c_pr[1,133]	0.6911	0.003353	0.5236	0.4844	-0.1132	0.6103	1.92	26100.0	25230.0	0.2214	1.0
theta_c_pr[1,134]	-0.504	0.005072	0.7756	0.7242	-1.531	-0.6774	1.35	24320.0	27080.0	0.2063	1.0
theta_c_pr[1,135]	0.9346	0.005399	0.5975	0.5361	0.05739	0.8313	2.405	17440.0	19820.0	0.148	1.0
theta_c_pr[1,136]	0.707	0.00337	0.546	0.5287	-0.1543	0.6365	1.954	27770.0	25980.0	0.2356	1.0
theta_c_pr[1,137]	1.739	0.002986	0.5663	0.559	0.7459	1.698	2.961	36510.0	31090.0	0.3098	1.0
theta_c_pr[1,138]	-0.1228	0.003328	0.4432	0.3763	-0.7481	-0.2062	0.9898	18400.0	20980.0	0.1561	1.0
theta_c_pr[1,139]	0.07802	0.004339	0.6131	0.5815	-0.7923	-0.03447	1.54	19620.0	25440.0	0.1665	1.0
theta_c_pr[1,140]	0.4948	0.003728	0.5958	0.5653	-0.396	0.3993	1.905	26360.0	28140.0	0.2236	1.0
theta_c_pr[1,141]	-0.5827	0.002356	0.2203	0.1954	-0.9471	-0.6038	-0.1001	8479.0	17060.0	0.07194	1.001
theta_c_pr[1,142]	-0.2343	0.004705	0.4574	0.3165	-0.8001	-0.347	1.02	10100.0	13670.0	0.08566	1.0
theta_c_pr[1,143]	-0.4341	0.002183	0.2074	0.1958	-0.7966	-0.4488	0.02438	8905.0	17460.0	0.07555	1.0
theta_c_pr[1,144]	-0.6933	0.004689	0.5986	0.4121	-1.401	-0.8688	0.9342	17950.0	20110.0	0.1523	1.0
theta_c_pr[1,145]	-0.6018	0.002383	0.237	0.2058	-0.9868	-0.6296	-0.04998	9416.0	15460.0	0.07989	1.0
theta_c_pr[1,146]	-0.8912	0.002834	0.2387	0.1778	-1.242	-0.92	-0.3286	6979.0	12560.0	0.05921	1.0
theta_c_pr[1,147]	-0.5229	0.002604	0.2403	0.1995	-0.901	-0.5514	0.0358	8555.0	13920.0	0.07259	1.0
theta_c_pr[1,148]	0.5239	0.003576	0.5535	0.5227	-0.318	0.441	1.822	24160.0	25580.0	0.205	1.0
theta_c_pr[1,149]	0.7068	0.003753	0.6263	0.6153	-0.2998	0.6342	2.126	28000.0	26720.0	0.2376	1.0
theta_c_pr[1,150]	0.3295	0.02559	0.6607	0.3299	-0.3581	0.1467	2.369	1195.0	1217.0	0.01014	1.002
theta_c_pr[1,151]	0.4055	0.003322	0.5141	0.4817	-0.4005	0.3385	1.616	25040.0	24320.0	0.2124	1.0
theta_c_pr[1,152]	-0.2062	0.004094	0.5956	0.5135	-0.9928	-0.3421	1.303	23310.0	25110.0	0.1978	1.0
theta_c_pr[1,153]	-0.8793	0.005339	0.7932	0.5734	-1.962	-1.116	1.114	26090.0	26120.0	0.2213	1.0
theta_c_pr[1,154]	-0.1989	0.005331	0.7493	0.7539	-1.261	-0.3208	1.539	17870.0	18450.0	0.1516	1.0
theta_c_pr[1,155]	-0.4597	0.005011	0.7553	0.6887	-1.435	-0.6482	1.368	23690.0	26680.0	0.201	1.0
theta_c_pr[2,1]	0.2045	0.001816	0.2339	0.2322	-0.2404	0.2	0.6791	16540.0	24200.0	0.1403	1.0
theta_c_pr[2,2]	-0.2115	0.00186	0.1712	0.1695	-0.5435	-0.2128	0.1301	8490.0	17570.0	0.07203	1.0
theta_c_pr[2,3]	-0.8222	0.002133	0.1849	0.1827	-1.191	-0.8198	-0.4646	7516.0	16540.0	0.06377	1.0
theta_c_pr[2,4]	1.937	0.002227	0.3203	0.3189	1.354	1.922	2.598	20850.0	25480.0	0.1769	1.0
theta_c_pr[2,5]	-1.219	0.00232	0.2138	0.213	-1.645	-1.218	-0.808	8478.0	18920.0	0.07193	1.0
theta_c_pr[2,6]	-1.229	0.002302	0.189	0.1874	-1.607	-1.226	-0.8638	6752.0	15010.0	0.05729	1.0
theta_c_pr[2,7]	-0.3394	0.001955	0.2535	0.2541	-0.8314	-0.3413	0.1608	16890.0	23850.0	0.1433	1.0
theta_c_pr[2,8]	-0.8955	0.002202	0.2019	0.1996	-1.3	-0.8928	-0.5059	8394.0	18680.0	0.07122	1.0
theta_c_pr[2,9]	-0.1735	0.002001	0.1798	0.1781	-0.5251	-0.1756	0.1864	8123.0	19010.0	0.06892	1.0
theta_c_pr[2,10]	0.1483	0.001931	0.1682	0.1688	-0.1751	0.1457	0.4831	7645.0	17650.0	0.06486	1.0
theta_c_pr[2,11]	-0.2803	0.001978	0.1775	0.1768	-0.6249	-0.2827	0.07167	8059.0	16840.0	0.06838	1.0
theta_c_pr[2,12]	-0.7182	0.002096	0.2006	0.2008	-1.112	-0.7166	-0.3297	9229.0	19240.0	0.0783	1.0
theta_c_pr[2,13]	-0.01796	0.001872	0.1594	0.1603	-0.3243	-0.01903	0.2987	7232.0	15230.0	0.06136	1.0
theta_c_pr[2,14]	2.448	0.002508	0.4271	0.4211	1.686	2.422	3.358	29760.0	24700.0	0.2525	1.0
theta_c_pr[2,15]	-1.103	0.002276	0.1892	0.1909	-1.482	-1.102	-0.7416	6909.0	16770.0	0.05862	1.0
theta_c_pr[2,16]	0.2988	0.001827	0.1781	0.1783	-0.03989	0.2958	0.6588	9531.0	19830.0	0.08086	1.0
theta_c_pr[2,17]	-0.9922	0.002145	0.211	0.209	-1.412	-0.9888	-0.5847	9695.0	20150.0	0.08225	1.0
theta_c_pr[2,18]	-1.148	0.002283	0.1669	0.1665	-1.486	-1.145	-0.8306	5337.0	13800.0	0.04528	1.001
theta_c_pr[2,19]	-0.5663	0.00207	0.1433	0.1421	-0.8525	-0.5659	-0.287	4814.0	12060.0	0.04084	1.0
theta_c_pr[2,20]	-0.1741	0.001909	0.2299	0.2298	-0.6177	-0.178	0.2854	14500.0	22590.0	0.123	1.0
theta_c_pr[2,21]	-0.4319	0.001967	0.1691	0.1678	-0.7625	-0.4317	-0.09923	7354.0	18160.0	0.0624	1.0
theta_c_pr[2,22]	2.036	0.002192	0.3388	0.3379	1.415	2.02	2.75	24010.0	26190.0	0.2037	1.0
theta_c_pr[2,23]	0.868	0.00207	0.2964	0.2935	0.3213	0.8559	1.484	20690.0	24970.0	0.1755	1.0
theta_c_pr[2,24]	-0.1082	0.001944	0.193	0.1919	-0.478	-0.111	0.2763	9920.0	20460.0	0.08417	1.0
theta_c_pr[2,25]	-1.598	0.002534	0.2586	0.2565	-2.127	-1.591	-1.117	10390.0	19410.0	0.08814	1.0
theta_c_pr[2,26]	-0.3013	0.001941	0.2148	0.2127	-0.7208	-0.3001	0.1214	12280.0	21830.0	0.1042	1.0
theta_c_pr[2,27]	0.03206	0.001923	0.2045	0.2018	-0.3628	0.02746	0.4425	11330.0	21150.0	0.09614	1.0
theta_c_pr[2,28]	-0.2031	0.001932	0.1524	0.1512	-0.498	-0.2036	0.09964	6243.0	15070.0	0.05297	1.0
theta_c_pr[2,29]	0.3123	0.001839	0.1912	0.1897	-0.0517	0.3072	0.6973	10800.0	20410.0	0.09167	1.0
theta_c_pr[2,30]	-0.318	0.001976	0.1729	0.1714	-0.657	-0.3175	0.02172	7675.0	14110.0	0.06512	1.0
theta_c_pr[2,31]	0.2736	0.001834	0.2508	0.2484	-0.1986	0.2667	0.789	18750.0	25150.0	0.1591	1.0
theta_c_pr[2,32]	0.2216	0.001936	0.1754	0.173	-0.1059	0.2171	0.5781	8227.0	18860.0	0.0698	1.0
theta_c_pr[2,33]	1.892	0.002202	0.3168	0.3136	1.314	1.879	2.549	20820.0	23810.0	0.1766	1.0
theta_c_pr[2,34]	1.815	0.002284	0.3275	0.3254	1.224	1.8	2.504	20830.0	26070.0	0.1767	1.0
theta_c_pr[2,35]	-0.2008	0.001901	0.1777	0.1773	-0.5462	-0.2015	0.1479	8804.0	19680.0	0.0747	1.0
theta_c_pr[2,36]	0.1796	0.00187	0.2716	0.2694	-0.3352	0.1732	0.7323	21180.0	26550.0	0.1797	1.0
theta_c_pr[2,37]	-0.926	0.00214	0.1482	0.1474	-1.22	-0.9247	-0.6371	4773.0	11520.0	0.0405	1.0
theta_c_pr[2,38]	0.08281	0.001908	0.2725	0.2718	-0.4382	0.07642	0.639	20430.0	22900.0	0.1733	1.0
theta_c_pr[2,39]	0.3917	0.001932	0.2801	0.2768	-0.1377	0.3843	0.9613	21040.0	23960.0	0.1785	1.0
theta_c_pr[2,40]	2.444	0.00249	0.4172	0.4079	1.696	2.42	3.331	28890.0	24620.0	0.2451	1.0
theta_c_pr[2,41]	3.241	0.002656	0.4653	0.4612	2.39	3.223	4.218	31550.0	25070.0	0.2677	1.0
theta_c_pr[2,42]	0.4689	0.001855	0.1876	0.1867	0.1123	0.4653	0.8504	10280.0	20500.0	0.08725	1.0
theta_c_pr[2,43]	-0.3411	0.001964	0.181	0.1808	-0.6957	-0.3428	0.01691	8497.0	16510.0	0.07209	1.0
